symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Difficulty Swallowing,"Mild, moderate or severe (Variant 1172)?",8,2,3,3,0
Difficulty Swallowing,How frequently does it occur (Variant 1173)?,3,4,1,6,1
Difficulty Swallowing,When did it start worsening (Variant 1174)?,7,3,2,1,0
Difficulty Swallowing,Any associated symptoms present (Variant 1175)?,0,5,3,2,1
Difficulty Swallowing,Triggered by activity (Variant 1176)?,9,5,1,5,0
Difficulty Swallowing,Localized or widespread (Variant 1177)?,5,1,2,8,1
Difficulty Swallowing,Constant or intermittent (Variant 1178)?,6,0,3,0,0
Difficulty Swallowing,Does it affect daily activities (Variant 1179)?,4,5,1,7,1
Difficulty Swallowing,Any emergency warning signs (Variant 1180)?,2,5,2,4,0
Cyanosis,Since how many days (Variant 1181)?,1,3,3,3,1
Cyanosis,"Mild, moderate or severe (Variant 1182)?",8,2,1,6,0
Cyanosis,How frequently does it occur (Variant 1183)?,3,4,2,1,1
Cyanosis,When did it start worsening (Variant 1184)?,7,3,3,2,0
Cyanosis,Any associated symptoms present (Variant 1185)?,0,5,1,5,1
Cyanosis,Triggered by activity (Variant 1186)?,9,5,2,8,0
Cyanosis,Localized or widespread (Variant 1187)?,5,1,3,0,1
Cyanosis,Constant or intermittent (Variant 1188)?,6,0,1,7,0
Cyanosis,Does it affect daily activities (Variant 1189)?,4,5,2,4,1
Cyanosis,Any emergency warning signs (Variant 1190)?,2,5,3,3,0
Severe Bleeding,Since how many days (Variant 1191)?,1,3,1,6,1
Severe Bleeding,"Mild, moderate or severe (Variant 1192)?",8,2,2,1,0
Severe Bleeding,How frequently does it occur (Variant 1193)?,3,4,3,2,1
Severe Bleeding,When did it start worsening (Variant 1194)?,7,3,1,5,0
Severe Bleeding,Any associated symptoms present (Variant 1195)?,0,5,2,8,1
Severe Bleeding,Triggered by activity (Variant 1196)?,9,5,3,0,0
Severe Bleeding,Localized or widespread (Variant 1197)?,5,1,1,7,1
Severe Bleeding,Constant or intermittent (Variant 1198)?,6,0,2,4,0
Severe Bleeding,Does it affect daily activities (Variant 1199)?,4,5,3,3,1
Severe Bleeding,Any emergency warning signs (Variant 1200)?,2,5,1,6,0
Fever,Since how many days (Variant 1201)?,1,3,2,8,1
Fever,"Mild, moderate or severe (Variant 1202)?",8,2,3,0,0
Fever,How frequently does it occur (Variant 1203)?,3,4,1,7,1
Fever,When did it start worsening (Variant 1204)?,7,3,2,4,0
Fever,Any associated symptoms present (Variant 1205)?,0,5,3,3,1
Fever,Triggered by activity (Variant 1206)?,9,5,1,6,0
Fever,Localized or widespread (Variant 1207)?,5,1,2,1,1
Fever,Constant or intermittent (Variant 1208)?,6,0,3,2,0
Fever,Does it affect daily activities (Variant 1209)?,4,5,1,5,1
Fever,Any emergency warning signs (Variant 1210)?,2,5,2,8,0
Cough,Since how many days (Variant 1211)?,1,3,3,0,1
Cough,"Mild, moderate or severe (Variant 1212)?",8,2,1,7,0
Cough,How frequently does it occur (Variant 1213)?,3,4,2,4,1
Cough,When did it start worsening (Variant 1214)?,7,3,3,3,0
Cough,Any associated symptoms present (Variant 1215)?,0,5,1,6,1
Cough,Triggered by activity (Variant 1216)?,9,5,2,1,0
Cough,Localized or widespread (Variant 1217)?,5,1,3,2,1
Cough,Constant or intermittent (Variant 1218)?,6,0,1,5,0
Cough,Does it affect daily activities (Variant 1219)?,4,5,2,8,1
Cough,Any emergency warning signs (Variant 1220)?,2,5,3,0,0
Fatigue,Since how many days (Variant 1221)?,1,3,1,7,1
Fatigue,"Mild, moderate or severe (Variant 1222)?",8,2,2,4,0
Fatigue,How frequently does it occur (Variant 1223)?,3,4,3,3,1
Fatigue,When did it start worsening (Variant 1224)?,7,3,1,6,0
Fatigue,Any associated symptoms present (Variant 1225)?,0,5,2,1,1
Fatigue,Triggered by activity (Variant 1226)?,9,5,3,2,0
Fatigue,Localized or widespread (Variant 1227)?,5,1,1,5,1
Fatigue,Constant or intermittent (Variant 1228)?,6,0,2,8,0
Fatigue,Does it affect daily activities (Variant 1229)?,4,5,3,0,1
Fatigue,Any emergency warning signs (Variant 1230)?,2,5,1,7,0
Breathlessness,Since how many days (Variant 1231)?,1,3,2,4,1
Breathlessness,"Mild, moderate or severe (Variant 1232)?",8,2,3,3,0
Breathlessness,How frequently does it occur (Variant 1233)?,3,4,1,6,1
Breathlessness,When did it start worsening (Variant 1234)?,7,3,2,1,0
Breathlessness,Any associated symptoms present (Variant 1235)?,0,5,3,2,1
Breathlessness,Triggered by activity (Variant 1236)?,9,5,1,5,0
Breathlessness,Localized or widespread (Variant 1237)?,5,1,2,8,1
Breathlessness,Constant or intermittent (Variant 1238)?,6,0,3,0,0
Breathlessness,Does it affect daily activities (Variant 1239)?,4,5,1,7,1
Breathlessness,Any emergency warning signs (Variant 1240)?,2,5,2,4,0
Chest Pain,Since how many days (Variant 1241)?,1,3,3,3,1
Chest Pain,"Mild, moderate or severe (Variant 1242)?",8,2,1,6,0
Chest Pain,How frequently does it occur (Variant 1243)?,3,4,2,1,1
Chest Pain,When did it start worsening (Variant 1244)?,7,3,3,2,0
Chest Pain,Any associated symptoms present (Variant 1245)?,0,5,1,5,1
Chest Pain,Triggered by activity (Variant 1246)?,9,5,2,8,0
Chest Pain,Localized or widespread (Variant 1247)?,5,1,3,0,1
Chest Pain,Constant or intermittent (Variant 1248)?,6,0,1,7,0
Chest Pain,Does it affect daily activities (Variant 1249)?,4,5,2,4,1
Chest Pain,Any emergency warning signs (Variant 1250)?,2,5,3,3,0
Headache,Since how many days (Variant 1251)?,1,3,1,6,1
Headache,"Mild, moderate or severe (Variant 1252)?",8,2,2,1,0
Headache,How frequently does it occur (Variant 1253)?,3,4,3,2,1
Headache,When did it start worsening (Variant 1254)?,7,3,1,5,0
Headache,Any associated symptoms present (Variant 1255)?,0,5,2,8,1
Headache,Triggered by activity (Variant 1256)?,9,5,3,0,0
Headache,Localized or widespread (Variant 1257)?,5,1,1,7,1
Headache,Constant or intermittent (Variant 1258)?,6,0,2,4,0
Headache,Does it affect daily activities (Variant 1259)?,4,5,3,3,1
Headache,Any emergency warning signs (Variant 1260)?,2,5,1,6,0
Dizziness,Since how many days (Variant 1261)?,1,3,2,1,1
Dizziness,"Mild, moderate or severe (Variant 1262)?",8,2,3,2,0
Dizziness,How frequently does it occur (Variant 1263)?,3,4,1,5,1
Dizziness,When did it start worsening (Variant 1264)?,7,3,2,8,0
Dizziness,Any associated symptoms present (Variant 1265)?,0,5,3,0,1
Dizziness,Triggered by activity (Variant 1266)?,9,5,1,7,0
Dizziness,Localized or widespread (Variant 1267)?,5,1,2,4,1
Dizziness,Constant or intermittent (Variant 1268)?,6,0,3,3,0
Dizziness,Does it affect daily activities (Variant 1269)?,4,5,1,6,1
Dizziness,Any emergency warning signs (Variant 1270)?,2,5,2,1,0
Nausea,Since how many days (Variant 1271)?,1,3,3,2,1
Nausea,"Mild, moderate or severe (Variant 1272)?",8,2,1,5,0
Nausea,How frequently does it occur (Variant 1273)?,3,4,2,8,1
Nausea,When did it start worsening (Variant 1274)?,7,3,3,0,0
Nausea,Any associated symptoms present (Variant 1275)?,0,5,1,7,1
Nausea,Triggered by activity (Variant 1276)?,9,5,2,4,0
Nausea,Localized or widespread (Variant 1277)?,5,1,3,3,1
Nausea,Constant or intermittent (Variant 1278)?,6,0,1,6,0
Nausea,Does it affect daily activities (Variant 1279)?,4,5,2,1,1
Nausea,Any emergency warning signs (Variant 1280)?,2,5,3,2,0
Vomiting,Since how many days (Variant 1281)?,1,3,1,5,1
Vomiting,"Mild, moderate or severe (Variant 1282)?",8,2,2,8,0
Vomiting,How frequently does it occur (Variant 1283)?,3,4,3,0,1
Vomiting,When did it start worsening (Variant 1284)?,7,3,1,7,0
Vomiting,Any associated symptoms present (Variant 1285)?,0,5,2,4,1
Vomiting,Triggered by activity (Variant 1286)?,9,5,3,3,0
Vomiting,Localized or widespread (Variant 1287)?,5,1,1,6,1
Vomiting,Constant or intermittent (Variant 1288)?,6,0,2,1,0
Vomiting,Does it affect daily activities (Variant 1289)?,4,5,3,2,1
Vomiting,Any emergency warning signs (Variant 1290)?,2,5,1,5,0
Diarrhea,Since how many days (Variant 1291)?,1,3,2,8,1
Diarrhea,"Mild, moderate or severe (Variant 1292)?",8,2,3,0,0
Diarrhea,How frequently does it occur (Variant 1293)?,3,4,1,7,1
Diarrhea,When did it start worsening (Variant 1294)?,7,3,2,4,0
Diarrhea,Any associated symptoms present (Variant 1295)?,0,5,3,3,1
Diarrhea,Triggered by activity (Variant 1296)?,9,5,1,6,0
Diarrhea,Localized or widespread (Variant 1297)?,5,1,2,1,1
Diarrhea,Constant or intermittent (Variant 1298)?,6,0,3,2,0
Diarrhea,Does it affect daily activities (Variant 1299)?,4,5,1,5,1
Diarrhea,Any emergency warning signs (Variant 1300)?,2,5,2,8,0
Constipation,Since how many days (Variant 1301)?,1,3,3,0,1
Constipation,"Mild, moderate or severe (Variant 1302)?",8,2,1,7,0
Constipation,How frequently does it occur (Variant 1303)?,3,4,2,4,1
Constipation,When did it start worsening (Variant 1304)?,7,3,3,3,0
Constipation,Any associated symptoms present (Variant 1305)?,0,5,1,6,1
Constipation,Triggered by activity (Variant 1306)?,9,5,2,1,0
Constipation,Localized or widespread (Variant 1307)?,5,1,3,2,1
Constipation,Constant or intermittent (Variant 1308)?,6,0,1,5,0
Constipation,Does it affect daily activities (Variant 1309)?,4,5,2,8,1
Constipation,Any emergency warning signs (Variant 1310)?,2,5,3,0,0
Abdominal Pain,Since how many days (Variant 1311)?,1,3,1,7,1
Abdominal Pain,"Mild, moderate or severe (Variant 1312)?",8,2,2,4,0
Abdominal Pain,How frequently does it occur (Variant 1313)?,3,4,3,3,1
Abdominal Pain,When did it start worsening (Variant 1314)?,7,3,1,6,0
Abdominal Pain,Any associated symptoms present (Variant 1315)?,0,5,2,1,1
Abdominal Pain,Triggered by activity (Variant 1316)?,9,5,3,2,0
Abdominal Pain,Localized or widespread (Variant 1317)?,5,1,1,5,1
Abdominal Pain,Constant or intermittent (Variant 1318)?,6,0,2,8,0
Abdominal Pain,Does it affect daily activities (Variant 1319)?,4,5,3,0,1
Abdominal Pain,Any emergency warning signs (Variant 1320)?,2,5,1,7,0
Back Pain,Since how many days (Variant 1321)?,1,3,2,4,1
Back Pain,"Mild, moderate or severe (Variant 1322)?",8,2,3,3,0
Back Pain,How frequently does it occur (Variant 1323)?,3,4,1,6,1
Back Pain,When did it start worsening (Variant 1324)?,7,3,2,1,0
Back Pain,Any associated symptoms present (Variant 1325)?,0,5,3,2,1
Back Pain,Triggered by activity (Variant 1326)?,9,5,1,5,0
Back Pain,Localized or widespread (Variant 1327)?,5,1,2,8,1
Back Pain,Constant or intermittent (Variant 1328)?,6,0,3,0,0
Back Pain,Does it affect daily activities (Variant 1329)?,4,5,1,7,1
Back Pain,Any emergency warning signs (Variant 1330)?,2,5,2,4,0
Joint Pain,Since how many days (Variant 1331)?,1,3,3,3,1
Joint Pain,"Mild, moderate or severe (Variant 1332)?",8,2,1,6,0
Joint Pain,How frequently does it occur (Variant 1333)?,3,4,2,1,1
Joint Pain,When did it start worsening (Variant 1334)?,7,3,3,2,0
Joint Pain,Any associated symptoms present (Variant 1335)?,0,5,1,5,1
Joint Pain,Triggered by activity (Variant 1336)?,9,5,2,8,0
Joint Pain,Localized or widespread (Variant 1337)?,5,1,3,0,1
Joint Pain,Constant or intermittent (Variant 1338)?,6,0,1,7,0
Joint Pain,Does it affect daily activities (Variant 1339)?,4,5,2,4,1
Joint Pain,Any emergency warning signs (Variant 1340)?,2,5,3,3,0
Muscle Pain,Since how many days (Variant 1341)?,1,3,1,6,1
Muscle Pain,"Mild, moderate or severe (Variant 1342)?",8,2,2,1,0
Muscle Pain,How frequently does it occur (Variant 1343)?,3,4,3,2,1
Muscle Pain,When did it start worsening (Variant 1344)?,7,3,1,5,0
Muscle Pain,Any associated symptoms present (Variant 1345)?,0,5,2,8,1
Muscle Pain,Triggered by activity (Variant 1346)?,9,5,3,0,0
Muscle Pain,Localized or widespread (Variant 1347)?,5,1,1,7,1
Muscle Pain,Constant or intermittent (Variant 1348)?,6,0,2,4,0
Muscle Pain,Does it affect daily activities (Variant 1349)?,4,5,3,3,1
Muscle Pain,Any emergency warning signs (Variant 1350)?,2,5,1,6,0
Palpitations,Since how many days (Variant 1351)?,1,3,2,1,1
Palpitations,"Mild, moderate or severe (Variant 1352)?",8,2,3,2,0
Palpitations,How frequently does it occur (Variant 1353)?,3,4,1,5,1
Palpitations,When did it start worsening (Variant 1354)?,7,3,2,8,0
Palpitations,Any associated symptoms present (Variant 1355)?,0,5,3,0,1
Palpitations,Triggered by activity (Variant 1356)?,9,5,1,7,0
Palpitations,Localized or widespread (Variant 1357)?,5,1,2,4,1
Palpitations,Constant or intermittent (Variant 1358)?,6,0,3,3,0
Palpitations,Does it affect daily activities (Variant 1359)?,4,5,1,6,1
Palpitations,Any emergency warning signs (Variant 1360)?,2,5,2,1,0
Leg Swelling,Since how many days (Variant 1361)?,1,3,3,2,1
Leg Swelling,"Mild, moderate or severe (Variant 1362)?",8,2,1,5,0
Leg Swelling,How frequently does it occur (Variant 1363)?,3,4,2,8,1
Leg Swelling,When did it start worsening (Variant 1364)?,7,3,3,0,0
Leg Swelling,Any associated symptoms present (Variant 1365)?,0,5,1,7,1
Leg Swelling,Triggered by activity (Variant 1366)?,9,5,2,4,0
Leg Swelling,Localized or widespread (Variant 1367)?,5,1,3,3,1
Leg Swelling,Constant or intermittent (Variant 1368)?,6,0,1,6,0
Leg Swelling,Does it affect daily activities (Variant 1369)?,4,5,2,1,1
Leg Swelling,Any emergency warning signs (Variant 1370)?,2,5,3,2,0
Syncope,Since how many days (Variant 1371)?,1,3,1,5,1
Syncope,"Mild, moderate or severe (Variant 1372)?",8,2,2,8,0
Syncope,How frequently does it occur (Variant 1373)?,3,4,3,0,1
Syncope,When did it start worsening (Variant 1374)?,7,3,1,7,0
Syncope,Any associated symptoms present (Variant 1375)?,0,5,2,4,1
Syncope,Triggered by activity (Variant 1376)?,9,5,3,3,0
Syncope,Localized or widespread (Variant 1377)?,5,1,1,6,1
Syncope,Constant or intermittent (Variant 1378)?,6,0,2,1,0
Syncope,Does it affect daily activities (Variant 1379)?,4,5,3,2,1
Syncope,Any emergency warning signs (Variant 1380)?,2,5,1,5,0
Wheezing,Since how many days (Variant 1381)?,1,3,2,8,1
Wheezing,"Mild, moderate or severe (Variant 1382)?",8,2,3,0,0
Wheezing,How frequently does it occur (Variant 1383)?,3,4,1,7,1
Wheezing,When did it start worsening (Variant 1384)?,7,3,2,4,0
Wheezing,Any associated symptoms present (Variant 1385)?,0,5,3,3,1
Wheezing,Triggered by activity (Variant 1386)?,9,5,1,6,0
Wheezing,Localized or widespread (Variant 1387)?,5,1,2,1,1
Wheezing,Constant or intermittent (Variant 1388)?,6,0,3,2,0
Wheezing,Does it affect daily activities (Variant 1389)?,4,5,1,5,1
Wheezing,Any emergency warning signs (Variant 1390)?,2,5,2,8,0
Sore Throat,Since how many days (Variant 1391)?,1,3,3,0,1
Sore Throat,"Mild, moderate or severe (Variant 1392)?",8,2,1,7,0
Sore Throat,How frequently does it occur (Variant 1393)?,3,4,2,4,1
Sore Throat,When did it start worsening (Variant 1394)?,7,3,3,3,0
Sore Throat,Any associated symptoms present (Variant 1395)?,0,5,1,6,1
Sore Throat,Triggered by activity (Variant 1396)?,9,5,2,1,0
Sore Throat,Localized or widespread (Variant 1397)?,5,1,3,2,1
Sore Throat,Constant or intermittent (Variant 1398)?,6,0,1,5,0
Sore Throat,Does it affect daily activities (Variant 1399)?,4,5,2,8,1
Sore Throat,Any emergency warning signs (Variant 1400)?,2,5,3,0,0
Runny Nose,Since how many days (Variant 1401)?,1,3,1,7,1
Runny Nose,"Mild, moderate or severe (Variant 1402)?",8,2,2,4,0
Runny Nose,How frequently does it occur (Variant 1403)?,3,4,3,3,1
Runny Nose,When did it start worsening (Variant 1404)?,7,3,1,6,0
Runny Nose,Any associated symptoms present (Variant 1405)?,0,5,2,1,1
Runny Nose,Triggered by activity (Variant 1406)?,9,5,3,2,0
Runny Nose,Localized or widespread (Variant 1407)?,5,1,1,5,1
Runny Nose,Constant or intermittent (Variant 1408)?,6,0,2,8,0
Runny Nose,Does it affect daily activities (Variant 1409)?,4,5,3,0,1
Runny Nose,Any emergency warning signs (Variant 1410)?,2,5,1,7,0
Nasal Congestion,Since how many days (Variant 1411)?,1,3,2,4,1
Nasal Congestion,"Mild, moderate or severe (Variant 1412)?",8,2,3,3,0
Nasal Congestion,How frequently does it occur (Variant 1413)?,3,4,1,6,1
Nasal Congestion,When did it start worsening (Variant 1414)?,7,3,2,1,0
Nasal Congestion,Any associated symptoms present (Variant 1415)?,0,5,3,2,1
Nasal Congestion,Triggered by activity (Variant 1416)?,9,5,1,5,0
Nasal Congestion,Localized or widespread (Variant 1417)?,5,1,2,8,1
Nasal Congestion,Constant or intermittent (Variant 1418)?,6,0,3,0,0
Nasal Congestion,Does it affect daily activities (Variant 1419)?,4,5,1,7,1
Nasal Congestion,Any emergency warning signs (Variant 1420)?,2,5,2,4,0
Chills,Since how many days (Variant 1421)?,1,3,3,3,1
Chills,"Mild, moderate or severe (Variant 1422)?",8,2,1,6,0
Chills,How frequently does it occur (Variant 1423)?,3,4,2,1,1
Chills,When did it start worsening (Variant 1424)?,7,3,3,2,0
Chills,Any associated symptoms present (Variant 1425)?,0,5,1,5,1
Chills,Triggered by activity (Variant 1426)?,9,5,2,8,0
Chills,Localized or widespread (Variant 1427)?,5,1,3,0,1
Chills,Constant or intermittent (Variant 1428)?,6,0,1,7,0
Chills,Does it affect daily activities (Variant 1429)?,4,5,2,4,1
Chills,Any emergency warning signs (Variant 1430)?,2,5,3,3,0
Night Sweats,Since how many days (Variant 1431)?,1,3,1,6,1
Night Sweats,"Mild, moderate or severe (Variant 1432)?",8,2,2,1,0
Night Sweats,How frequently does it occur (Variant 1433)?,3,4,3,2,1
Night Sweats,When did it start worsening (Variant 1434)?,7,3,1,5,0
Night Sweats,Any associated symptoms present (Variant 1435)?,0,5,2,8,1
Night Sweats,Triggered by activity (Variant 1436)?,9,5,3,0,0
Night Sweats,Localized or widespread (Variant 1437)?,5,1,1,7,1
Night Sweats,Constant or intermittent (Variant 1438)?,6,0,2,4,0
Night Sweats,Does it affect daily activities (Variant 1439)?,4,5,3,3,1
Night Sweats,Any emergency warning signs (Variant 1440)?,2,5,1,6,0
Weight Loss,Since how many days (Variant 1441)?,1,3,2,1,1
Weight Loss,"Mild, moderate or severe (Variant 1442)?",8,2,3,2,0
Weight Loss,How frequently does it occur (Variant 1443)?,3,4,1,5,1
Weight Loss,When did it start worsening (Variant 1444)?,7,3,2,8,0
Weight Loss,Any associated symptoms present (Variant 1445)?,0,5,3,0,1
Weight Loss,Triggered by activity (Variant 1446)?,9,5,1,7,0
Weight Loss,Localized or widespread (Variant 1447)?,5,1,2,4,1
Weight Loss,Constant or intermittent (Variant 1448)?,6,0,3,3,0
Weight Loss,Does it affect daily activities (Variant 1449)?,4,5,1,6,1
Weight Loss,Any emergency warning signs (Variant 1450)?,2,5,2,1,0
Loss of Appetite,Since how many days (Variant 1451)?,1,3,3,2,1
Loss of Appetite,"Mild, moderate or severe (Variant 1452)?",8,2,1,5,0
Loss of Appetite,How frequently does it occur (Variant 1453)?,3,4,2,8,1
Loss of Appetite,When did it start worsening (Variant 1454)?,7,3,3,0,0
Loss of Appetite,Any associated symptoms present (Variant 1455)?,0,5,1,7,1
Loss of Appetite,Triggered by activity (Variant 1456)?,9,5,2,4,0
Loss of Appetite,Localized or widespread (Variant 1457)?,5,1,3,3,1
Loss of Appetite,Constant or intermittent (Variant 1458)?,6,0,1,6,0
Loss of Appetite,Does it affect daily activities (Variant 1459)?,4,5,2,1,1
Loss of Appetite,Any emergency warning signs (Variant 1460)?,2,5,3,2,0
Weakness,Since how many days (Variant 1461)?,1,3,1,5,1
Weakness,"Mild, moderate or severe (Variant 1462)?",8,2,2,8,0
Weakness,How frequently does it occur (Variant 1463)?,3,4,3,0,1
Weakness,When did it start worsening (Variant 1464)?,7,3,1,7,0
Weakness,Any associated symptoms present (Variant 1465)?,0,5,2,4,1
Weakness,Triggered by activity (Variant 1466)?,9,5,3,3,0
Weakness,Localized or widespread (Variant 1467)?,5,1,1,6,1
Weakness,Constant or intermittent (Variant 1468)?,6,0,2,1,0
Weakness,Does it affect daily activities (Variant 1469)?,4,5,3,2,1
Weakness,Any emergency warning signs (Variant 1470)?,2,5,1,5,0
Confusion,Since how many days (Variant 1471)?,1,3,2,8,1
Confusion,"Mild, moderate or severe (Variant 1472)?",8,2,3,0,0
Confusion,How frequently does it occur (Variant 1473)?,3,4,1,7,1
Confusion,When did it start worsening (Variant 1474)?,7,3,2,4,0
Confusion,Any associated symptoms present (Variant 1475)?,0,5,3,3,1
Confusion,Triggered by activity (Variant 1476)?,9,5,1,6,0
Confusion,Localized or widespread (Variant 1477)?,5,1,2,1,1
Confusion,Constant or intermittent (Variant 1478)?,6,0,3,2,0
Confusion,Does it affect daily activities (Variant 1479)?,4,5,1,5,1
Confusion,Any emergency warning signs (Variant 1480)?,2,5,2,8,0
Memory Loss,Since how many days (Variant 1481)?,1,3,3,0,1
Memory Loss,"Mild, moderate or severe (Variant 1482)?",8,2,1,7,0
Memory Loss,How frequently does it occur (Variant 1483)?,3,4,2,4,1
Memory Loss,When did it start worsening (Variant 1484)?,7,3,3,3,0
Memory Loss,Any associated symptoms present (Variant 1485)?,0,5,1,6,1
Memory Loss,Triggered by activity (Variant 1486)?,9,5,2,1,0
Memory Loss,Localized or widespread (Variant 1487)?,5,1,3,2,1
Memory Loss,Constant or intermittent (Variant 1488)?,6,0,1,5,0
Memory Loss,Does it affect daily activities (Variant 1489)?,4,5,2,8,1
Memory Loss,Any emergency warning signs (Variant 1490)?,2,5,3,0,0
Seizure,Since how many days (Variant 1491)?,1,3,1,7,1
Seizure,"Mild, moderate or severe (Variant 1492)?",8,2,2,4,0
Seizure,How frequently does it occur (Variant 1493)?,3,4,3,3,1
Seizure,When did it start worsening (Variant 1494)?,7,3,1,6,0
Seizure,Any associated symptoms present (Variant 1495)?,0,5,2,1,1
Seizure,Triggered by activity (Variant 1496)?,9,5,3,2,0
Seizure,Localized or widespread (Variant 1497)?,5,1,1,5,1
Seizure,Constant or intermittent (Variant 1498)?,6,0,2,8,0
Seizure,Does it affect daily activities (Variant 1499)?,4,5,3,0,1
Seizure,Any emergency warning signs (Variant 1500)?,2,5,1,7,0
Numbness,Since how many days (Variant 1501)?,1,3,2,4,1
Numbness,"Mild, moderate or severe (Variant 1502)?",8,2,3,3,0
Numbness,How frequently does it occur (Variant 1503)?,3,4,1,6,1
Numbness,When did it start worsening (Variant 1504)?,7,3,2,1,0
Numbness,Any associated symptoms present (Variant 1505)?,0,5,3,2,1
Numbness,Triggered by activity (Variant 1506)?,9,5,1,5,0
Numbness,Localized or widespread (Variant 1507)?,5,1,2,8,1
Numbness,Constant or intermittent (Variant 1508)?,6,0,3,0,0
Numbness,Does it affect daily activities (Variant 1509)?,4,5,1,7,1
Numbness,Any emergency warning signs (Variant 1510)?,2,5,2,4,0
Tingling,Since how many days (Variant 1511)?,1,3,3,3,1
Tingling,"Mild, moderate or severe (Variant 1512)?",8,2,1,6,0
Tingling,How frequently does it occur (Variant 1513)?,3,4,2,1,1
Tingling,When did it start worsening (Variant 1514)?,7,3,3,2,0
Tingling,Any associated symptoms present (Variant 1515)?,0,5,1,5,1
Tingling,Triggered by activity (Variant 1516)?,9,5,2,8,0
Tingling,Localized or widespread (Variant 1517)?,5,1,3,0,1
Tingling,Constant or intermittent (Variant 1518)?,6,0,1,7,0
Tingling,Does it affect daily activities (Variant 1519)?,4,5,2,4,1
Tingling,Any emergency warning signs (Variant 1520)?,2,5,3,3,0
Tremor,Since how many days (Variant 1521)?,1,3,1,6,1
Tremor,"Mild, moderate or severe (Variant 1522)?",8,2,2,1,0
Tremor,How frequently does it occur (Variant 1523)?,3,4,3,2,1
Tremor,When did it start worsening (Variant 1524)?,7,3,1,5,0
Tremor,Any associated symptoms present (Variant 1525)?,0,5,2,8,1
Tremor,Triggered by activity (Variant 1526)?,9,5,3,0,0
Tremor,Localized or widespread (Variant 1527)?,5,1,1,7,1
Tremor,Constant or intermittent (Variant 1528)?,6,0,2,4,0
Tremor,Does it affect daily activities (Variant 1529)?,4,5,3,3,1
Tremor,Any emergency warning signs (Variant 1530)?,2,5,1,6,0
Facial Droop,Since how many days (Variant 1531)?,1,3,2,1,1
Facial Droop,"Mild, moderate or severe (Variant 1532)?",8,2,3,2,0
Facial Droop,How frequently does it occur (Variant 1533)?,3,4,1,5,1
Facial Droop,When did it start worsening (Variant 1534)?,7,3,2,8,0
Facial Droop,Any associated symptoms present (Variant 1535)?,0,5,3,0,1
Facial Droop,Triggered by activity (Variant 1536)?,9,5,1,7,0
Facial Droop,Localized or widespread (Variant 1537)?,5,1,2,4,1
Facial Droop,Constant or intermittent (Variant 1538)?,6,0,3,3,0
Facial Droop,Does it affect daily activities (Variant 1539)?,4,5,1,6,1
Facial Droop,Any emergency warning signs (Variant 1540)?,2,5,2,1,0
Blurred Vision,Since how many days (Variant 1541)?,1,3,3,2,1
Blurred Vision,"Mild, moderate or severe (Variant 1542)?",8,2,1,5,0
Blurred Vision,How frequently does it occur (Variant 1543)?,3,4,2,8,1
Blurred Vision,When did it start worsening (Variant 1544)?,7,3,3,0,0
Blurred Vision,Any associated symptoms present (Variant 1545)?,0,5,1,7,1
Blurred Vision,Triggered by activity (Variant 1546)?,9,5,2,4,0
Blurred Vision,Localized or widespread (Variant 1547)?,5,1,3,3,1
Blurred Vision,Constant or intermittent (Variant 1548)?,6,0,1,6,0
Blurred Vision,Does it affect daily activities (Variant 1549)?,4,5,2,1,1
Blurred Vision,Any emergency warning signs (Variant 1550)?,2,5,3,2,0
Frequent Urination,Since how many days (Variant 1551)?,1,3,1,5,1
Frequent Urination,"Mild, moderate or severe (Variant 1552)?",8,2,2,8,0
Frequent Urination,How frequently does it occur (Variant 1553)?,3,4,3,0,1
Frequent Urination,When did it start worsening (Variant 1554)?,7,3,1,7,0
Frequent Urination,Any associated symptoms present (Variant 1555)?,0,5,2,4,1
Frequent Urination,Triggered by activity (Variant 1556)?,9,5,3,3,0
Frequent Urination,Localized or widespread (Variant 1557)?,5,1,1,6,1
Frequent Urination,Constant or intermittent (Variant 1558)?,6,0,2,1,0
Frequent Urination,Does it affect daily activities (Variant 1559)?,4,5,3,2,1
Frequent Urination,Any emergency warning signs (Variant 1560)?,2,5,1,5,0
Excess Thirst,Since how many days (Variant 1561)?,1,3,2,8,1
Excess Thirst,"Mild, moderate or severe (Variant 1562)?",8,2,3,0,0
Excess Thirst,How frequently does it occur (Variant 1563)?,3,4,1,7,1
Excess Thirst,When did it start worsening (Variant 1564)?,7,3,2,4,0
Excess Thirst,Any associated symptoms present (Variant 1565)?,0,5,3,3,1
Excess Thirst,Triggered by activity (Variant 1566)?,9,5,1,6,0
Excess Thirst,Localized or widespread (Variant 1567)?,5,1,2,1,1
Excess Thirst,Constant or intermittent (Variant 1568)?,6,0,3,2,0
Excess Thirst,Does it affect daily activities (Variant 1569)?,4,5,1,5,1
Excess Thirst,Any emergency warning signs (Variant 1570)?,2,5,2,8,0
Heat Intolerance,Since how many days (Variant 1571)?,1,3,3,0,1
Heat Intolerance,"Mild, moderate or severe (Variant 1572)?",8,2,1,7,0
Heat Intolerance,How frequently does it occur (Variant 1573)?,3,4,2,4,1
Heat Intolerance,When did it start worsening (Variant 1574)?,7,3,3,3,0
Heat Intolerance,Any associated symptoms present (Variant 1575)?,0,5,1,6,1
