symptom,duration,interpretation,risk_level,clinical_category,emergency_flag
Back Pain,0,Requires clinical evaluation,1,3,0
Back Pain,0,Chronic condition suspected,2,1,1
Back Pain,0,Emergency evaluation needed,3,2,0
Back Pain,0,Lifestyle-related issue possible,4,4,1
Back Pain,0,Underlying disease progression,1,0,0
Back Pain,3,Acute condition likely,2,3,1
Back Pain,3,Possible infection,3,1,0
Back Pain,3,Monitor symptoms,4,2,1
Back Pain,3,Requires clinical evaluation,1,4,0
Back Pain,3,Chronic condition suspected,2,0,1
Back Pain,3,Emergency evaluation needed,3,3,0
Back Pain,3,Lifestyle-related issue possible,4,1,1
Back Pain,3,Underlying disease progression,1,2,0
Back Pain,2,Acute condition likely,2,4,1
Back Pain,2,Possible infection,3,0,0
Back Pain,2,Monitor symptoms,4,3,1
Back Pain,2,Requires clinical evaluation,1,1,0
Back Pain,2,Chronic condition suspected,2,2,1
Back Pain,2,Emergency evaluation needed,3,4,0
Back Pain,2,Lifestyle-related issue possible,4,0,1
Back Pain,2,Underlying disease progression,1,3,0
Back Pain,6,Acute condition likely,2,1,1
Back Pain,6,Possible infection,3,2,0
Back Pain,6,Monitor symptoms,4,4,1
Back Pain,6,Requires clinical evaluation,1,0,0
Back Pain,6,Chronic condition suspected,2,3,1
Back Pain,6,Emergency evaluation needed,3,1,0
Back Pain,6,Lifestyle-related issue possible,4,2,1
Back Pain,6,Underlying disease progression,1,4,0
Dizziness,5,Acute condition likely,2,0,1
Dizziness,5,Possible infection,3,3,0
Dizziness,5,Monitor symptoms,4,1,1
Dizziness,5,Requires clinical evaluation,1,2,0
Dizziness,5,Chronic condition suspected,2,4,1
Dizziness,5,Emergency evaluation needed,3,0,0
Dizziness,5,Lifestyle-related issue possible,4,3,1
Dizziness,5,Underlying disease progression,1,1,0
Dizziness,1,Acute condition likely,2,2,1
Dizziness,1,Possible infection,3,4,0
Dizziness,1,Monitor symptoms,4,0,1
Dizziness,1,Requires clinical evaluation,1,3,0
Dizziness,1,Chronic condition suspected,2,1,1
Dizziness,1,Emergency evaluation needed,3,2,0
Dizziness,1,Lifestyle-related issue possible,4,4,1
Dizziness,1,Underlying disease progression,1,0,0
Dizziness,4,Acute condition likely,2,3,1
Dizziness,4,Possible infection,3,1,0
Dizziness,4,Monitor symptoms,4,2,1
Dizziness,4,Requires clinical evaluation,1,4,0
Dizziness,4,Chronic condition suspected,2,0,1
Dizziness,4,Emergency evaluation needed,3,3,0
Dizziness,4,Lifestyle-related issue possible,4,1,1
Dizziness,4,Underlying disease progression,1,2,0
Dizziness,0,Acute condition likely,2,4,1
Dizziness,0,Possible infection,3,0,0
Dizziness,0,Monitor symptoms,4,3,1
Dizziness,0,Requires clinical evaluation,1,1,0
Dizziness,0,Chronic condition suspected,2,2,1
Dizziness,0,Emergency evaluation needed,3,4,0
Dizziness,0,Lifestyle-related issue possible,4,0,1
Dizziness,0,Underlying disease progression,1,3,0
Dizziness,3,Acute condition likely,2,1,1
Dizziness,3,Possible infection,3,2,0
Dizziness,3,Monitor symptoms,4,4,1
Dizziness,3,Requires clinical evaluation,1,0,0
Dizziness,3,Chronic condition suspected,2,3,1
Dizziness,3,Emergency evaluation needed,3,1,0
Dizziness,3,Lifestyle-related issue possible,4,2,1
Dizziness,3,Underlying disease progression,1,4,0
Dizziness,2,Acute condition likely,2,0,1
Dizziness,2,Possible infection,3,3,0
Dizziness,2,Monitor symptoms,4,1,1
Dizziness,2,Requires clinical evaluation,1,2,0
Dizziness,2,Chronic condition suspected,2,4,1
Dizziness,2,Emergency evaluation needed,3,0,0
Dizziness,2,Lifestyle-related issue possible,4,3,1
Dizziness,2,Underlying disease progression,1,1,0
Dizziness,6,Acute condition likely,2,2,1
Dizziness,6,Possible infection,3,4,0
Dizziness,6,Monitor symptoms,4,0,1
Dizziness,6,Requires clinical evaluation,1,3,0
Dizziness,6,Chronic condition suspected,2,1,1
Dizziness,6,Emergency evaluation needed,3,2,0
Dizziness,6,Lifestyle-related issue possible,4,4,1
Dizziness,6,Underlying disease progression,1,0,0
Palpitations,5,Acute condition likely,2,3,1
Palpitations,5,Possible infection,3,1,0
Palpitations,5,Monitor symptoms,4,2,1
Palpitations,5,Requires clinical evaluation,1,4,0
Palpitations,5,Chronic condition suspected,2,0,1
Palpitations,5,Emergency evaluation needed,3,3,0
Palpitations,5,Lifestyle-related issue possible,4,1,1
Palpitations,5,Underlying disease progression,1,2,0
Palpitations,1,Acute condition likely,2,4,1
Palpitations,1,Possible infection,3,0,0
Palpitations,1,Monitor symptoms,4,3,1
Palpitations,1,Requires clinical evaluation,1,1,0
Palpitations,1,Chronic condition suspected,2,2,1
Palpitations,1,Emergency evaluation needed,3,4,0
Palpitations,1,Lifestyle-related issue possible,4,0,1
Palpitations,1,Underlying disease progression,1,3,0
Palpitations,4,Acute condition likely,2,1,1
Palpitations,4,Possible infection,3,2,0
Palpitations,4,Monitor symptoms,4,4,1
Palpitations,4,Requires clinical evaluation,1,0,0
Palpitations,4,Chronic condition suspected,2,3,1
Palpitations,4,Emergency evaluation needed,3,1,0
Palpitations,4,Lifestyle-related issue possible,4,2,1
Palpitations,4,Underlying disease progression,1,4,0
Palpitations,0,Acute condition likely,2,0,1
Palpitations,0,Possible infection,3,3,0
Palpitations,0,Monitor symptoms,4,1,1
Palpitations,0,Requires clinical evaluation,1,2,0
Palpitations,0,Chronic condition suspected,2,4,1
Palpitations,0,Emergency evaluation needed,3,0,0
Palpitations,0,Lifestyle-related issue possible,4,3,1
Palpitations,0,Underlying disease progression,1,1,0
Palpitations,3,Acute condition likely,2,2,1
Palpitations,3,Possible infection,3,4,0
Palpitations,3,Monitor symptoms,4,0,1
Palpitations,3,Requires clinical evaluation,1,3,0
Palpitations,3,Chronic condition suspected,2,1,1
Palpitations,3,Emergency evaluation needed,3,2,0
Palpitations,3,Lifestyle-related issue possible,4,4,1
Palpitations,3,Underlying disease progression,1,0,0
Palpitations,2,Acute condition likely,2,3,1
Palpitations,2,Possible infection,3,1,0
Palpitations,2,Monitor symptoms,4,2,1
Palpitations,2,Requires clinical evaluation,1,4,0
Palpitations,2,Chronic condition suspected,2,0,1
Palpitations,2,Emergency evaluation needed,3,3,0
Palpitations,2,Lifestyle-related issue possible,4,1,1
Palpitations,2,Underlying disease progression,1,2,0
Palpitations,6,Acute condition likely,2,4,1
Palpitations,6,Possible infection,3,0,0
Palpitations,6,Monitor symptoms,4,3,1
Palpitations,6,Requires clinical evaluation,1,1,0
Palpitations,6,Chronic condition suspected,2,2,1
Palpitations,6,Emergency evaluation needed,3,4,0
Palpitations,6,Lifestyle-related issue possible,4,0,1
Palpitations,6,Underlying disease progression,1,3,0
Rash,5,Acute condition likely,2,1,1
Rash,5,Possible infection,3,2,0
Rash,5,Monitor symptoms,4,4,1
Rash,5,Requires clinical evaluation,1,0,0
Rash,5,Chronic condition suspected,2,3,1
Rash,5,Emergency evaluation needed,3,1,0
Rash,5,Lifestyle-related issue possible,4,2,1
Rash,5,Underlying disease progression,1,4,0
Rash,1,Acute condition likely,2,0,1
Rash,1,Possible infection,3,3,0
Rash,1,Monitor symptoms,4,1,1
Rash,1,Requires clinical evaluation,1,2,0
Rash,1,Chronic condition suspected,2,4,1
Rash,1,Emergency evaluation needed,3,0,0
Rash,1,Lifestyle-related issue possible,4,3,1
Rash,1,Underlying disease progression,1,1,0
Rash,4,Acute condition likely,2,2,1
Rash,4,Possible infection,3,4,0
Rash,4,Monitor symptoms,4,0,1
Rash,4,Requires clinical evaluation,1,3,0
Rash,4,Chronic condition suspected,2,1,1
Rash,4,Emergency evaluation needed,3,2,0
Rash,4,Lifestyle-related issue possible,4,4,1
Rash,4,Underlying disease progression,1,0,0
Rash,0,Acute condition likely,2,3,1
Rash,0,Possible infection,3,1,0
Rash,0,Monitor symptoms,4,2,1
Rash,0,Requires clinical evaluation,1,4,0
Rash,0,Chronic condition suspected,2,0,1
Rash,0,Emergency evaluation needed,3,3,0
Rash,0,Lifestyle-related issue possible,4,1,1
Rash,0,Underlying disease progression,1,2,0
Rash,3,Acute condition likely,2,4,1
Rash,3,Possible infection,3,0,0
Rash,3,Monitor symptoms,4,3,1
Rash,3,Requires clinical evaluation,1,1,0
Rash,3,Chronic condition suspected,2,2,1
Rash,3,Emergency evaluation needed,3,4,0
Rash,3,Lifestyle-related issue possible,4,0,1
Rash,3,Underlying disease progression,1,3,0
Rash,2,Acute condition likely,2,1,1
Rash,2,Possible infection,3,2,0
Rash,2,Monitor symptoms,4,4,1
Rash,2,Requires clinical evaluation,1,0,0
Rash,2,Chronic condition suspected,2,3,1
Rash,2,Emergency evaluation needed,3,1,0
Rash,2,Lifestyle-related issue possible,4,2,1
Rash,2,Underlying disease progression,1,4,0
Rash,6,Acute condition likely,2,0,1
Rash,6,Possible infection,3,3,0
Rash,6,Monitor symptoms,4,1,1
Rash,6,Requires clinical evaluation,1,2,0
Rash,6,Chronic condition suspected,2,4,1
Rash,6,Emergency evaluation needed,3,0,0
Rash,6,Lifestyle-related issue possible,4,3,1
Rash,6,Underlying disease progression,1,1,0
Itching,5,Acute condition likely,2,2,1
Itching,5,Possible infection,3,4,0
Itching,5,Monitor symptoms,4,0,1
Itching,5,Requires clinical evaluation,1,3,0
Itching,5,Chronic condition suspected,2,1,1
Itching,5,Emergency evaluation needed,3,2,0
Itching,5,Lifestyle-related issue possible,4,4,1
Itching,5,Underlying disease progression,1,0,0
Itching,1,Acute condition likely,2,3,1
Itching,1,Possible infection,3,1,0
Itching,1,Monitor symptoms,4,2,1
Itching,1,Requires clinical evaluation,1,4,0
Itching,1,Chronic condition suspected,2,0,1
Itching,1,Emergency evaluation needed,3,3,0
Itching,1,Lifestyle-related issue possible,4,1,1
Itching,1,Underlying disease progression,1,2,0
Itching,4,Acute condition likely,2,4,1
Itching,4,Possible infection,3,0,0
Itching,4,Monitor symptoms,4,3,1
Itching,4,Requires clinical evaluation,1,1,0
Itching,4,Chronic condition suspected,2,2,1
Itching,4,Emergency evaluation needed,3,4,0
Itching,4,Lifestyle-related issue possible,4,0,1
Itching,4,Underlying disease progression,1,3,0
Itching,0,Acute condition likely,2,1,1
Itching,0,Possible infection,3,2,0
Itching,0,Monitor symptoms,4,4,1
Itching,0,Requires clinical evaluation,1,0,0
Itching,0,Chronic condition suspected,2,3,1
Itching,0,Emergency evaluation needed,3,1,0
Itching,0,Lifestyle-related issue possible,4,2,1
Itching,0,Underlying disease progression,1,4,0
Itching,3,Acute condition likely,2,0,1
Itching,3,Possible infection,3,3,0
Itching,3,Monitor symptoms,4,1,1
Itching,3,Requires clinical evaluation,1,2,0
Itching,3,Chronic condition suspected,2,4,1
Itching,3,Emergency evaluation needed,3,0,0
Itching,3,Lifestyle-related issue possible,4,3,1
Itching,3,Underlying disease progression,1,1,0
Itching,2,Acute condition likely,2,2,1
Itching,2,Possible infection,3,4,0
Itching,2,Monitor symptoms,4,0,1
Itching,2,Requires clinical evaluation,1,3,0
Itching,2,Chronic condition suspected,2,1,1
Itching,2,Emergency evaluation needed,3,2,0
Itching,2,Lifestyle-related issue possible,4,4,1
Itching,2,Underlying disease progression,1,0,0
Itching,6,Acute condition likely,2,3,1
Itching,6,Possible infection,3,1,0
Itching,6,Monitor symptoms,4,2,1
Itching,6,Requires clinical evaluation,1,4,0
Itching,6,Chronic condition suspected,2,0,1
Itching,6,Emergency evaluation needed,3,3,0
Itching,6,Lifestyle-related issue possible,4,1,1
Itching,6,Underlying disease progression,1,2,0
Weight Loss,5,Acute condition likely,2,4,1
Weight Loss,5,Possible infection,3,0,0
Weight Loss,5,Monitor symptoms,4,3,1
Weight Loss,5,Requires clinical evaluation,1,1,0
Weight Loss,5,Chronic condition suspected,2,2,1
Weight Loss,5,Emergency evaluation needed,3,4,0
Weight Loss,5,Lifestyle-related issue possible,4,0,1
Weight Loss,5,Underlying disease progression,1,3,0
Weight Loss,1,Acute condition likely,2,1,1
Weight Loss,1,Possible infection,3,2,0
Weight Loss,1,Monitor symptoms,4,4,1
Weight Loss,1,Requires clinical evaluation,1,0,0
Weight Loss,1,Chronic condition suspected,2,3,1
Weight Loss,1,Emergency evaluation needed,3,1,0
Weight Loss,1,Lifestyle-related issue possible,4,2,1
Weight Loss,1,Underlying disease progression,1,4,0
Weight Loss,4,Acute condition likely,2,0,1
Weight Loss,4,Possible infection,3,3,0
Weight Loss,4,Monitor symptoms,4,1,1
Weight Loss,4,Requires clinical evaluation,1,2,0
Weight Loss,4,Chronic condition suspected,2,4,1
Weight Loss,4,Emergency evaluation needed,3,0,0
Weight Loss,4,Lifestyle-related issue possible,4,3,1
Weight Loss,4,Underlying disease progression,1,1,0
Weight Loss,0,Acute condition likely,2,2,1
Weight Loss,0,Possible infection,3,4,0
Weight Loss,0,Monitor symptoms,4,0,1
Weight Loss,0,Requires clinical evaluation,1,3,0
Weight Loss,0,Chronic condition suspected,2,1,1
Weight Loss,0,Emergency evaluation needed,3,2,0
Weight Loss,0,Lifestyle-related issue possible,4,4,1
Weight Loss,0,Underlying disease progression,1,0,0
Weight Loss,3,Acute condition likely,2,3,1
Weight Loss,3,Possible infection,3,1,0
Weight Loss,3,Monitor symptoms,4,2,1
Weight Loss,3,Requires clinical evaluation,1,4,0
Weight Loss,3,Chronic condition suspected,2,0,1
Weight Loss,3,Emergency evaluation needed,3,3,0
Weight Loss,3,Lifestyle-related issue possible,4,1,1
Weight Loss,3,Underlying disease progression,1,2,0
Weight Loss,2,Acute condition likely,2,4,1
Weight Loss,2,Possible infection,3,0,0
Weight Loss,2,Monitor symptoms,4,3,1
Weight Loss,2,Requires clinical evaluation,1,1,0
Weight Loss,2,Chronic condition suspected,2,2,1
Weight Loss,2,Emergency evaluation needed,3,4,0
Weight Loss,2,Lifestyle-related issue possible,4,0,1
Weight Loss,2,Underlying disease progression,1,3,0
Weight Loss,6,Acute condition likely,2,1,1
Weight Loss,6,Possible infection,3,2,0
Weight Loss,6,Monitor symptoms,4,4,1
Weight Loss,6,Requires clinical evaluation,1,0,0
Weight Loss,6,Chronic condition suspected,2,3,1
Weight Loss,6,Emergency evaluation needed,3,1,0
Weight Loss,6,Lifestyle-related issue possible,4,2,1
Weight Loss,6,Underlying disease progression,1,4,0
Weight Gain,5,Acute condition likely,2,0,1
Weight Gain,5,Possible infection,3,3,0
Weight Gain,5,Monitor symptoms,4,1,1
Weight Gain,5,Requires clinical evaluation,1,2,0
Weight Gain,5,Chronic condition suspected,2,4,1
Weight Gain,5,Emergency evaluation needed,3,0,0
Weight Gain,5,Lifestyle-related issue possible,4,3,1
Weight Gain,5,Underlying disease progression,1,1,0
Weight Gain,1,Acute condition likely,2,2,1
Weight Gain,1,Possible infection,3,4,0
Weight Gain,1,Monitor symptoms,4,0,1
Weight Gain,1,Requires clinical evaluation,1,3,0
Weight Gain,1,Chronic condition suspected,2,1,1
Weight Gain,1,Emergency evaluation needed,3,2,0
Weight Gain,1,Lifestyle-related issue possible,4,4,1
Weight Gain,1,Underlying disease progression,1,0,0
Weight Gain,4,Acute condition likely,2,3,1
Weight Gain,4,Possible infection,3,1,0
Weight Gain,4,Monitor symptoms,4,2,1
Weight Gain,4,Requires clinical evaluation,1,4,0
Weight Gain,4,Chronic condition suspected,2,0,1
Weight Gain,4,Emergency evaluation needed,3,3,0
Weight Gain,4,Lifestyle-related issue possible,4,1,1
Weight Gain,4,Underlying disease progression,1,2,0
Weight Gain,0,Acute condition likely,2,4,1
Weight Gain,0,Possible infection,3,0,0
Weight Gain,0,Monitor symptoms,4,3,1
Weight Gain,0,Requires clinical evaluation,1,1,0
Weight Gain,0,Chronic condition suspected,2,2,1
Weight Gain,0,Emergency evaluation needed,3,4,0
Weight Gain,0,Lifestyle-related issue possible,4,0,1
Weight Gain,0,Underlying disease progression,1,3,0
Weight Gain,3,Acute condition likely,2,1,1
Weight Gain,3,Possible infection,3,2,0
Weight Gain,3,Monitor symptoms,4,4,1
Weight Gain,3,Requires clinical evaluation,1,0,0
Weight Gain,3,Chronic condition suspected,2,3,1
Weight Gain,3,Emergency evaluation needed,3,1,0
Weight Gain,3,Lifestyle-related issue possible,4,2,1
Weight Gain,3,Underlying disease progression,1,4,0
Weight Gain,2,Acute condition likely,2,0,1
Weight Gain,2,Possible infection,3,3,0
Weight Gain,2,Monitor symptoms,4,1,1
Weight Gain,2,Requires clinical evaluation,1,2,0
Weight Gain,2,Chronic condition suspected,2,4,1
Weight Gain,2,Emergency evaluation needed,3,0,0
Weight Gain,2,Lifestyle-related issue possible,4,3,1
Weight Gain,2,Underlying disease progression,1,1,0
Weight Gain,6,Acute condition likely,2,2,1
Weight Gain,6,Possible infection,3,4,0
Weight Gain,6,Monitor symptoms,4,0,1
Weight Gain,6,Requires clinical evaluation,1,3,0
Weight Gain,6,Chronic condition suspected,2,1,1
Weight Gain,6,Emergency evaluation needed,3,2,0
Weight Gain,6,Lifestyle-related issue possible,4,4,1
Weight Gain,6,Underlying disease progression,1,0,0
Frequent Urination,5,Acute condition likely,2,3,1
Frequent Urination,5,Possible infection,3,1,0
Frequent Urination,5,Monitor symptoms,4,2,1
Frequent Urination,5,Requires clinical evaluation,1,4,0
Frequent Urination,5,Chronic condition suspected,2,0,1
Frequent Urination,5,Emergency evaluation needed,3,3,0
Frequent Urination,5,Lifestyle-related issue possible,4,1,1
Frequent Urination,5,Underlying disease progression,1,2,0
Frequent Urination,1,Acute condition likely,2,4,1
Frequent Urination,1,Possible infection,3,0,0
Frequent Urination,1,Monitor symptoms,4,3,1
Frequent Urination,1,Requires clinical evaluation,1,1,0
Frequent Urination,1,Chronic condition suspected,2,2,1
Frequent Urination,1,Emergency evaluation needed,3,4,0
Frequent Urination,1,Lifestyle-related issue possible,4,0,1
Frequent Urination,1,Underlying disease progression,1,3,0
Frequent Urination,4,Acute condition likely,2,1,1
Frequent Urination,4,Possible infection,3,2,0
Frequent Urination,4,Monitor symptoms,4,4,1
Frequent Urination,4,Requires clinical evaluation,1,0,0
Frequent Urination,4,Chronic condition suspected,2,3,1
Frequent Urination,4,Emergency evaluation needed,3,1,0
Frequent Urination,4,Lifestyle-related issue possible,4,2,1
Frequent Urination,4,Underlying disease progression,1,4,0
Frequent Urination,0,Acute condition likely,2,0,1
Frequent Urination,0,Possible infection,3,3,0
Frequent Urination,0,Monitor symptoms,4,1,1
Frequent Urination,0,Requires clinical evaluation,1,2,0
Frequent Urination,0,Chronic condition suspected,2,4,1
Frequent Urination,0,Emergency evaluation needed,3,0,0
Frequent Urination,0,Lifestyle-related issue possible,4,3,1
Frequent Urination,0,Underlying disease progression,1,1,0
Frequent Urination,3,Acute condition likely,2,2,1
Frequent Urination,3,Possible infection,3,4,0
Frequent Urination,3,Monitor symptoms,4,0,1
Frequent Urination,3,Requires clinical evaluation,1,3,0
Frequent Urination,3,Chronic condition suspected,2,1,1
Frequent Urination,3,Emergency evaluation needed,3,2,0
Frequent Urination,3,Lifestyle-related issue possible,4,4,1
Frequent Urination,3,Underlying disease progression,1,0,0
Frequent Urination,2,Acute condition likely,2,3,1
Frequent Urination,2,Possible infection,3,1,0
Frequent Urination,2,Monitor symptoms,4,2,1
Frequent Urination,2,Requires clinical evaluation,1,4,0
Frequent Urination,2,Chronic condition suspected,2,0,1
Frequent Urination,2,Emergency evaluation needed,3,3,0
Frequent Urination,2,Lifestyle-related issue possible,4,1,1
Frequent Urination,2,Underlying disease progression,1,2,0
Frequent Urination,6,Acute condition likely,2,4,1
Frequent Urination,6,Possible infection,3,0,0
Frequent Urination,6,Monitor symptoms,4,3,1
Frequent Urination,6,Requires clinical evaluation,1,1,0
Frequent Urination,6,Chronic condition suspected,2,2,1
Frequent Urination,6,Emergency evaluation needed,3,4,0
Frequent Urination,6,Lifestyle-related issue possible,4,0,1
Frequent Urination,6,Underlying disease progression,1,3,0
Blurred Vision,5,Acute condition likely,2,1,1
Blurred Vision,5,Possible infection,3,2,0
Blurred Vision,5,Monitor symptoms,4,4,1
Blurred Vision,5,Requires clinical evaluation,1,0,0
Blurred Vision,5,Chronic condition suspected,2,3,1
Blurred Vision,5,Emergency evaluation needed,3,1,0
Blurred Vision,5,Lifestyle-related issue possible,4,2,1
Blurred Vision,5,Underlying disease progression,1,4,0
Blurred Vision,1,Acute condition likely,2,0,1
Blurred Vision,1,Possible infection,3,3,0
Blurred Vision,1,Monitor symptoms,4,1,1
Blurred Vision,1,Requires clinical evaluation,1,2,0
Blurred Vision,1,Chronic condition suspected,2,4,1
Blurred Vision,1,Emergency evaluation needed,3,0,0
Blurred Vision,1,Lifestyle-related issue possible,4,3,1
Blurred Vision,1,Underlying disease progression,1,1,0
Blurred Vision,4,Acute condition likely,2,2,1
Blurred Vision,4,Possible infection,3,4,0
Blurred Vision,4,Monitor symptoms,4,0,1
Blurred Vision,4,Requires clinical evaluation,1,3,0
Blurred Vision,4,Chronic condition suspected,2,1,1
Blurred Vision,4,Emergency evaluation needed,3,2,0
Blurred Vision,4,Lifestyle-related issue possible,4,4,1
Blurred Vision,4,Underlying disease progression,1,0,0
Blurred Vision,0,Acute condition likely,2,3,1
Blurred Vision,0,Possible infection,3,1,0
Blurred Vision,0,Monitor symptoms,4,2,1
Blurred Vision,0,Requires clinical evaluation,1,4,0
Blurred Vision,0,Chronic condition suspected,2,0,1
Blurred Vision,0,Emergency evaluation needed,3,3,0
Blurred Vision,0,Lifestyle-related issue possible,4,1,1
Blurred Vision,0,Underlying disease progression,1,2,0
Blurred Vision,3,Acute condition likely,2,4,1
Blurred Vision,3,Possible infection,3,0,0
Blurred Vision,3,Monitor symptoms,4,3,1
Blurred Vision,3,Requires clinical evaluation,1,1,0
Blurred Vision,3,Chronic condition suspected,2,2,1
Blurred Vision,3,Emergency evaluation needed,3,4,0
Blurred Vision,3,Lifestyle-related issue possible,4,0,1
Blurred Vision,3,Underlying disease progression,1,3,0
Blurred Vision,2,Acute condition likely,2,1,1
Blurred Vision,2,Possible infection,3,2,0
Blurred Vision,2,Monitor symptoms,4,4,1
Blurred Vision,2,Requires clinical evaluation,1,0,0
Blurred Vision,2,Chronic condition suspected,2,3,1
Blurred Vision,2,Emergency evaluation needed,3,1,0
Blurred Vision,2,Lifestyle-related issue possible,4,2,1
Blurred Vision,2,Underlying disease progression,1,4,0
Blurred Vision,6,Acute condition likely,2,0,1
Blurred Vision,6,Possible infection,3,3,0
Blurred Vision,6,Monitor symptoms,4,1,1
Blurred Vision,6,Requires clinical evaluation,1,2,0
Blurred Vision,6,Chronic condition suspected,2,4,1
Blurred Vision,6,Emergency evaluation needed,3,0,0
Blurred Vision,6,Lifestyle-related issue possible,4,3,1
Blurred Vision,6,Underlying disease progression,1,1,0
Seizure,5,Acute condition likely,2,2,1
Seizure,5,Possible infection,3,4,0
Seizure,5,Monitor symptoms,4,0,1
Seizure,5,Requires clinical evaluation,1,3,0
Seizure,5,Chronic condition suspected,2,1,1
Seizure,5,Emergency evaluation needed,3,2,0
Seizure,5,Lifestyle-related issue possible,4,4,1
Seizure,5,Underlying disease progression,1,0,0
Seizure,1,Acute condition likely,2,3,1
Seizure,1,Possible infection,3,1,0
Seizure,1,Monitor symptoms,4,2,1
Seizure,1,Requires clinical evaluation,1,4,0
Seizure,1,Chronic condition suspected,2,0,1
Seizure,1,Emergency evaluation needed,3,3,0
Seizure,1,Lifestyle-related issue possible,4,1,1
Seizure,1,Underlying disease progression,1,2,0
Seizure,4,Acute condition likely,2,4,1
Seizure,4,Possible infection,3,0,0
Seizure,4,Monitor symptoms,4,3,1
Seizure,4,Requires clinical evaluation,1,1,0
Seizure,4,Chronic condition suspected,2,2,1
Seizure,4,Emergency evaluation needed,3,4,0
Seizure,4,Lifestyle-related issue possible,4,0,1
Seizure,4,Underlying disease progression,1,3,0
Seizure,0,Acute condition likely,2,1,1
Seizure,0,Possible infection,3,2,0
Seizure,0,Monitor symptoms,4,4,1
Seizure,0,Requires clinical evaluation,1,0,0
Seizure,0,Chronic condition suspected,2,3,1
Seizure,0,Emergency evaluation needed,3,1,0
Seizure,0,Lifestyle-related issue possible,4,2,1
Seizure,0,Underlying disease progression,1,4,0
Seizure,3,Acute condition likely,2,0,1
Seizure,3,Possible infection,3,3,0
Seizure,3,Monitor symptoms,4,1,1
Seizure,3,Requires clinical evaluation,1,2,0
Seizure,3,Chronic condition suspected,2,4,1
Seizure,3,Emergency evaluation needed,3,0,0
Seizure,3,Lifestyle-related issue possible,4,3,1
Seizure,3,Underlying disease progression,1,1,0
Seizure,2,Acute condition likely,2,2,1
Seizure,2,Possible infection,3,4,0
Seizure,2,Monitor symptoms,4,0,1
Seizure,2,Requires clinical evaluation,1,3,0
Seizure,2,Chronic condition suspected,2,1,1
Seizure,2,Emergency evaluation needed,3,2,0
Seizure,2,Lifestyle-related issue possible,4,4,1
Seizure,2,Underlying disease progression,1,0,0
Seizure,6,Acute condition likely,2,3,1
Seizure,6,Possible infection,3,1,0
Seizure,6,Monitor symptoms,4,2,1
Seizure,6,Requires clinical evaluation,1,4,0
Seizure,6,Chronic condition suspected,2,0,1
Seizure,6,Emergency evaluation needed,3,3,0
Seizure,6,Lifestyle-related issue possible,4,1,1
Seizure,6,Underlying disease progression,1,2,0
Depression,5,Acute condition likely,2,4,1
Depression,5,Possible infection,3,0,0
Depression,5,Monitor symptoms,4,3,1
Depression,5,Requires clinical evaluation,1,1,0
Depression,5,Chronic condition suspected,2,2,1
Depression,5,Emergency evaluation needed,3,4,0
Depression,5,Lifestyle-related issue possible,4,0,1
Depression,5,Underlying disease progression,1,3,0
Depression,1,Acute condition likely,2,1,1
Depression,1,Possible infection,3,2,0
Depression,1,Monitor symptoms,4,4,1
Depression,1,Requires clinical evaluation,1,0,0
Depression,1,Chronic condition suspected,2,3,1
Depression,1,Emergency evaluation needed,3,1,0
Depression,1,Lifestyle-related issue possible,4,2,1
Depression,1,Underlying disease progression,1,4,0
Depression,4,Acute condition likely,2,0,1
Depression,4,Possible infection,3,3,0
Depression,4,Monitor symptoms,4,1,1
Depression,4,Requires clinical evaluation,1,2,0
Depression,4,Chronic condition suspected,2,4,1
Depression,4,Emergency evaluation needed,3,0,0
Depression,4,Lifestyle-related issue possible,4,3,1
Depression,4,Underlying disease progression,1,1,0
Depression,0,Acute condition likely,2,2,1
Depression,0,Possible infection,3,4,0
Depression,0,Monitor symptoms,4,0,1
Depression,0,Requires clinical evaluation,1,3,0
Depression,0,Chronic condition suspected,2,1,1
Depression,0,Emergency evaluation needed,3,2,0
Depression,0,Lifestyle-related issue possible,4,4,1
Depression,0,Underlying disease progression,1,0,0
Depression,3,Acute condition likely,2,3,1
Depression,3,Possible infection,3,1,0
Depression,3,Monitor symptoms,4,2,1
Depression,3,Requires clinical evaluation,1,4,0
Depression,3,Chronic condition suspected,2,0,1
Depression,3,Emergency evaluation needed,3,3,0
Depression,3,Lifestyle-related issue possible,4,1,1
Depression,3,Underlying disease progression,1,2,0
Depression,2,Acute condition likely,2,4,1
Depression,2,Possible infection,3,0,0
Depression,2,Monitor symptoms,4,3,1
Depression,2,Requires clinical evaluation,1,1,0
Depression,2,Chronic condition suspected,2,2,1
Depression,2,Emergency evaluation needed,3,4,0
Depression,2,Lifestyle-related issue possible,4,0,1
Depression,2,Underlying disease progression,1,3,0
Depression,6,Acute condition likely,2,1,1
Depression,6,Possible infection,3,2,0
Depression,6,Monitor symptoms,4,4,1
Depression,6,Requires clinical evaluation,1,0,0
Depression,6,Chronic condition suspected,2,3,1
Depression,6,Emergency evaluation needed,3,1,0
Depression,6,Lifestyle-related issue possible,4,2,1
Depression,6,Underlying disease progression,1,4,0
Anxiety,5,Acute condition likely,2,0,1
Anxiety,5,Possible infection,3,3,0
Anxiety,5,Monitor symptoms,4,1,1
Anxiety,5,Requires clinical evaluation,1,2,0
