drug,disease,dosage,side_effects,contraindications,drug_category,general_precaution,administration_route,population_group,risk_level,disclaimer
373,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2
75,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2
26,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2
271,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2
139,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2
337,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2
188,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2
237,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2
439,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2
489,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2
388,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2
90,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2
41,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2
286,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2
149,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2
347,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2
198,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2
247,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2
449,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2
499,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2
398,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2
100,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2
51,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2
296,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2
120,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2
318,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2
169,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2
218,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2
420,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2
470,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2
369,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2
71,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2
22,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2
267,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2
110,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2
308,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2
159,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2
208,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2
410,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2
460,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2
359,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2
61,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2
12,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2
257,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2
105,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2
303,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2
154,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2
203,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2
405,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2
455,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2
354,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2
56,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2
7,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2
252,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2
144,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2
342,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2
193,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2
242,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2
444,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2
494,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2
393,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2
95,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2
46,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2
291,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2
135,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2
333,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2
184,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2
233,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2
435,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2
485,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2
384,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2
86,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2
37,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2
282,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2
130,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2
328,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2
179,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2
228,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2
430,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2
480,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2
379,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2
81,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2
32,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2
277,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2
115,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2
313,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2
164,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2
213,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2
415,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2
465,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2
364,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2
66,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2
17,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2
262,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2
125,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2
323,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2
174,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2
223,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2
425,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2
475,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2
374,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2
76,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2
27,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2
272,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2
400,Fever,10,Nausea,Severe liver disease,1,8,1,1,1,1
297,Pain,7,GI upset,Peptic ulcer,8,1,1,0,2,2
1,Bacterial Infection,10,Rash,Penicillin allergy,2,9,1,2,3,2
349,Type 2 Diabetes,10,Diarrhea,Renal failure,3,3,1,1,4,2
0,Hypertension,8,Edema,Severe hypotension,4,2,1,0,1,2
450,Asthma,3,Tremor,Arrhythmia,5,7,0,2,2,0
399,GERD,4,Headache,Hypersensitivity,9,6,1,1,3,1
348,Hypertension,9,Dizziness,Pregnancy,0,4,1,0,4,2
298,Diabetes,0,Hypoglycemia,Dose errors,7,5,2,2,1,0
2,Respiratory Infection,10,Nausea,QT prolongation,2,0,1,1,2,2
145,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2
343,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2
194,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2
243,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2
445,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2
495,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2
394,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2
96,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2
47,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2
292,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2
116,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2
314,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2
165,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2
214,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2
416,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2
466,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2
365,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2
67,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2
18,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2
263,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2
106,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2
304,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2
155,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2
204,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2
406,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2
456,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2
355,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2
57,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2
8,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2
253,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2
101,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2
299,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2
150,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2
199,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2
401,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2
451,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2
350,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2
52,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2
3,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2
248,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2
140,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2
338,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2
189,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2
238,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2
440,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2
490,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2
389,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2
91,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2
42,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2
287,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2
131,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2
329,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2
180,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2
229,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2
431,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2
481,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2
380,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2
82,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2
33,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2
278,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2
126,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2
324,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2
175,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2
224,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2
426,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2
476,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2
375,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2
77,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2
28,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2
273,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2
111,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2
309,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2
160,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2
209,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2
411,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2
461,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2
360,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2
62,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2
13,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2
258,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2
121,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2
319,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2
170,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2
219,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2
421,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2
471,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2
370,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2
72,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2
23,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2
268,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2
136,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2
334,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2
185,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2
234,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2
436,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2
486,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2
385,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2
87,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2
38,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2
283,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2
146,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2
344,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2
195,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2
244,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2
446,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2
496,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2
395,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2
97,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2
48,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2
293,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2
117,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2
315,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2
166,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2
215,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2
417,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2
467,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2
366,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2
68,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2
19,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2
264,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2
107,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2
305,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2
156,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2
205,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2
407,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2
457,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2
356,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2
58,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2
9,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2
254,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2
102,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2
300,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2
151,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2
200,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2
402,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2
452,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2
351,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2
53,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2
4,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2
249,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2
141,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2
339,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2
190,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2
239,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2
441,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2
491,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2
390,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2
92,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2
43,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2
288,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2
132,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2
330,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2
181,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2
230,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2
432,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2
482,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2
381,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2
83,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2
34,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2
279,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2
127,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2
325,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2
176,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2
225,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2
427,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2
477,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2
376,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2
78,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2
29,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2
274,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2
112,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2
310,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2
161,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2
210,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2
412,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2
462,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2
361,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2
63,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2
14,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2
259,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2
122,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2
320,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2
171,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2
220,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2
422,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2
472,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2
371,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2
73,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2
24,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2
269,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2
137,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2
335,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2
186,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2
235,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2
437,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2
487,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2
386,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2
88,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2
39,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2
284,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2
147,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2
345,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2
196,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2
245,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2
447,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2
497,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2
396,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2
98,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2
49,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2
294,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2
118,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2
316,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2
167,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2
216,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2
418,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2
468,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2
367,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2
69,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2
20,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2
265,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2
108,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2
306,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2
157,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2
206,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2
408,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2
458,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2
357,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2
59,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2
10,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2
255,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2
103,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2
301,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2
152,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2
201,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2
403,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2
453,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2
352,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2
54,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2
5,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2
250,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2
142,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2
340,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2
191,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2
240,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2
442,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2
492,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2
391,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2
93,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2
44,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2
289,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2
133,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2
331,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2
182,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2
231,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2
433,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2
483,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2
382,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2
84,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2
35,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2
280,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2
128,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2
326,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2
177,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2
226,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2
428,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2
478,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2
377,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2
79,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2
30,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2
275,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2
113,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2
311,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2
162,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2
211,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2
413,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2
463,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2
362,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2
64,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2
15,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2
260,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2
123,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2
321,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2
172,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2
221,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2
