Symptom,Duration,Interpretation,Risk_Level,Clinical_Category,Emergency_Flag
Fatigue,1-2 weeks,Requires clinical evaluation,Low,General,No
Fatigue,1-2 weeks,Chronic condition suspected,Medium,Respiratory,Yes
Fatigue,1-2 weeks,Emergency evaluation needed,High,Cardiac,No
Fatigue,1-2 weeks,Lifestyle-related issue possible,Critical,Neurological,Yes
Fatigue,1-2 weeks,Underlying disease progression,Low,GI,No
Fatigue,2-4 weeks,Acute condition likely,Medium,General,Yes
Fatigue,2-4 weeks,Possible infection,High,Respiratory,No
Fatigue,2-4 weeks,Monitor symptoms,Critical,Cardiac,Yes
Fatigue,2-4 weeks,Requires clinical evaluation,Low,Neurological,No
Fatigue,2-4 weeks,Chronic condition suspected,Medium,GI,Yes
Fatigue,2-4 weeks,Emergency evaluation needed,High,General,No
Fatigue,2-4 weeks,Lifestyle-related issue possible,Critical,Respiratory,Yes
Fatigue,2-4 weeks,Underlying disease progression,Low,Cardiac,No
Fatigue,1-3 months,Acute condition likely,Medium,Neurological,Yes
Fatigue,1-3 months,Possible infection,High,GI,No
Fatigue,1-3 months,Monitor symptoms,Critical,General,Yes
Fatigue,1-3 months,Requires clinical evaluation,Low,Respiratory,No
Fatigue,1-3 months,Chronic condition suspected,Medium,Cardiac,Yes
Fatigue,1-3 months,Emergency evaluation needed,High,Neurological,No
Fatigue,1-3 months,Lifestyle-related issue possible,Critical,GI,Yes
Fatigue,1-3 months,Underlying disease progression,Low,General,No
Fatigue,Chronic (>3 months),Acute condition likely,Medium,Respiratory,Yes
Fatigue,Chronic (>3 months),Possible infection,High,Cardiac,No
Fatigue,Chronic (>3 months),Monitor symptoms,Critical,Neurological,Yes
Fatigue,Chronic (>3 months),Requires clinical evaluation,Low,GI,No
Fatigue,Chronic (>3 months),Chronic condition suspected,Medium,General,Yes
Fatigue,Chronic (>3 months),Emergency evaluation needed,High,Respiratory,No
Fatigue,Chronic (>3 months),Lifestyle-related issue possible,Critical,Cardiac,Yes
Fatigue,Chronic (>3 months),Underlying disease progression,Low,Neurological,No
Breathlessness,< 1 day,Acute condition likely,Medium,GI,Yes
Breathlessness,< 1 day,Possible infection,High,General,No
Breathlessness,< 1 day,Monitor symptoms,Critical,Respiratory,Yes
Breathlessness,< 1 day,Requires clinical evaluation,Low,Cardiac,No
Breathlessness,< 1 day,Chronic condition suspected,Medium,Neurological,Yes
Breathlessness,< 1 day,Emergency evaluation needed,High,GI,No
Breathlessness,< 1 day,Lifestyle-related issue possible,Critical,General,Yes
Breathlessness,< 1 day,Underlying disease progression,Low,Respiratory,No
Breathlessness,1-3 days,Acute condition likely,Medium,Cardiac,Yes
Breathlessness,1-3 days,Possible infection,High,Neurological,No
Breathlessness,1-3 days,Monitor symptoms,Critical,GI,Yes
Breathlessness,1-3 days,Requires clinical evaluation,Low,General,No
Breathlessness,1-3 days,Chronic condition suspected,Medium,Respiratory,Yes
Breathlessness,1-3 days,Emergency evaluation needed,High,Cardiac,No
Breathlessness,1-3 days,Lifestyle-related issue possible,Critical,Neurological,Yes
Breathlessness,1-3 days,Underlying disease progression,Low,GI,No
Breathlessness,3-7 days,Acute condition likely,Medium,General,Yes
Breathlessness,3-7 days,Possible infection,High,Respiratory,No
Breathlessness,3-7 days,Monitor symptoms,Critical,Cardiac,Yes
Breathlessness,3-7 days,Requires clinical evaluation,Low,Neurological,No
Breathlessness,3-7 days,Chronic condition suspected,Medium,GI,Yes
Breathlessness,3-7 days,Emergency evaluation needed,High,General,No
Breathlessness,3-7 days,Lifestyle-related issue possible,Critical,Respiratory,Yes
Breathlessness,3-7 days,Underlying disease progression,Low,Cardiac,No
Breathlessness,1-2 weeks,Acute condition likely,Medium,Neurological,Yes
Breathlessness,1-2 weeks,Possible infection,High,GI,No
Breathlessness,1-2 weeks,Monitor symptoms,Critical,General,Yes
Breathlessness,1-2 weeks,Requires clinical evaluation,Low,Respiratory,No
Breathlessness,1-2 weeks,Chronic condition suspected,Medium,Cardiac,Yes
Breathlessness,1-2 weeks,Emergency evaluation needed,High,Neurological,No
Breathlessness,1-2 weeks,Lifestyle-related issue possible,Critical,GI,Yes
Breathlessness,1-2 weeks,Underlying disease progression,Low,General,No
Breathlessness,2-4 weeks,Acute condition likely,Medium,Respiratory,Yes
Breathlessness,2-4 weeks,Possible infection,High,Cardiac,No
Breathlessness,2-4 weeks,Monitor symptoms,Critical,Neurological,Yes
Breathlessness,2-4 weeks,Requires clinical evaluation,Low,GI,No
Breathlessness,2-4 weeks,Chronic condition suspected,Medium,General,Yes
Breathlessness,2-4 weeks,Emergency evaluation needed,High,Respiratory,No
Breathlessness,2-4 weeks,Lifestyle-related issue possible,Critical,Cardiac,Yes
Breathlessness,2-4 weeks,Underlying disease progression,Low,Neurological,No
Breathlessness,1-3 months,Acute condition likely,Medium,GI,Yes
Breathlessness,1-3 months,Possible infection,High,General,No
Breathlessness,1-3 months,Monitor symptoms,Critical,Respiratory,Yes
Breathlessness,1-3 months,Requires clinical evaluation,Low,Cardiac,No
Breathlessness,1-3 months,Chronic condition suspected,Medium,Neurological,Yes
Breathlessness,1-3 months,Emergency evaluation needed,High,GI,No
Breathlessness,1-3 months,Lifestyle-related issue possible,Critical,General,Yes
Breathlessness,1-3 months,Underlying disease progression,Low,Respiratory,No
Breathlessness,Chronic (>3 months),Acute condition likely,Medium,Cardiac,Yes
Breathlessness,Chronic (>3 months),Possible infection,High,Neurological,No
Breathlessness,Chronic (>3 months),Monitor symptoms,Critical,GI,Yes
Breathlessness,Chronic (>3 months),Requires clinical evaluation,Low,General,No
Breathlessness,Chronic (>3 months),Chronic condition suspected,Medium,Respiratory,Yes
Breathlessness,Chronic (>3 months),Emergency evaluation needed,High,Cardiac,No
Breathlessness,Chronic (>3 months),Lifestyle-related issue possible,Critical,Neurological,Yes
Breathlessness,Chronic (>3 months),Underlying disease progression,Low,GI,No
Joint Pain,< 1 day,Acute condition likely,Medium,General,Yes
Joint Pain,< 1 day,Possible infection,High,Respiratory,No
Joint Pain,< 1 day,Monitor symptoms,Critical,Cardiac,Yes
Joint Pain,< 1 day,Requires clinical evaluation,Low,Neurological,No
Joint Pain,< 1 day,Chronic condition suspected,Medium,GI,Yes
Joint Pain,< 1 day,Emergency evaluation needed,High,General,No
Joint Pain,< 1 day,Lifestyle-related issue possible,Critical,Respiratory,Yes
Joint Pain,< 1 day,Underlying disease progression,Low,Cardiac,No
Joint Pain,1-3 days,Acute condition likely,Medium,Neurological,Yes
Joint Pain,1-3 days,Possible infection,High,GI,No
Joint Pain,1-3 days,Monitor symptoms,Critical,General,Yes
Joint Pain,1-3 days,Requires clinical evaluation,Low,Respiratory,No
Joint Pain,1-3 days,Chronic condition suspected,Medium,Cardiac,Yes
Joint Pain,1-3 days,Emergency evaluation needed,High,Neurological,No
Joint Pain,1-3 days,Lifestyle-related issue possible,Critical,GI,Yes
Joint Pain,1-3 days,Underlying disease progression,Low,General,No
Joint Pain,3-7 days,Acute condition likely,Medium,Respiratory,Yes
Joint Pain,3-7 days,Possible infection,High,Cardiac,No
Joint Pain,3-7 days,Monitor symptoms,Critical,Neurological,Yes
Joint Pain,3-7 days,Requires clinical evaluation,Low,GI,No
Joint Pain,3-7 days,Chronic condition suspected,Medium,General,Yes
Joint Pain,3-7 days,Emergency evaluation needed,High,Respiratory,No
Joint Pain,3-7 days,Lifestyle-related issue possible,Critical,Cardiac,Yes
Joint Pain,3-7 days,Underlying disease progression,Low,Neurological,No
Joint Pain,1-2 weeks,Acute condition likely,Medium,GI,Yes
Joint Pain,1-2 weeks,Possible infection,High,General,No
Joint Pain,1-2 weeks,Monitor symptoms,Critical,Respiratory,Yes
Joint Pain,1-2 weeks,Requires clinical evaluation,Low,Cardiac,No
Joint Pain,1-2 weeks,Chronic condition suspected,Medium,Neurological,Yes
Joint Pain,1-2 weeks,Emergency evaluation needed,High,GI,No
Joint Pain,1-2 weeks,Lifestyle-related issue possible,Critical,General,Yes
Joint Pain,1-2 weeks,Underlying disease progression,Low,Respiratory,No
Joint Pain,2-4 weeks,Acute condition likely,Medium,Cardiac,Yes
Joint Pain,2-4 weeks,Possible infection,High,Neurological,No
Joint Pain,2-4 weeks,Monitor symptoms,Critical,GI,Yes
Joint Pain,2-4 weeks,Requires clinical evaluation,Low,General,No
Joint Pain,2-4 weeks,Chronic condition suspected,Medium,Respiratory,Yes
Joint Pain,2-4 weeks,Emergency evaluation needed,High,Cardiac,No
Joint Pain,2-4 weeks,Lifestyle-related issue possible,Critical,Neurological,Yes
Joint Pain,2-4 weeks,Underlying disease progression,Low,GI,No
Joint Pain,1-3 months,Acute condition likely,Medium,General,Yes
Joint Pain,1-3 months,Possible infection,High,Respiratory,No
Joint Pain,1-3 months,Monitor symptoms,Critical,Cardiac,Yes
Joint Pain,1-3 months,Requires clinical evaluation,Low,Neurological,No
Joint Pain,1-3 months,Chronic condition suspected,Medium,GI,Yes
Joint Pain,1-3 months,Emergency evaluation needed,High,General,No
Joint Pain,1-3 months,Lifestyle-related issue possible,Critical,Respiratory,Yes
Joint Pain,1-3 months,Underlying disease progression,Low,Cardiac,No
Joint Pain,Chronic (>3 months),Acute condition likely,Medium,Neurological,Yes
Joint Pain,Chronic (>3 months),Possible infection,High,GI,No
Joint Pain,Chronic (>3 months),Monitor symptoms,Critical,General,Yes
Joint Pain,Chronic (>3 months),Requires clinical evaluation,Low,Respiratory,No
Joint Pain,Chronic (>3 months),Chronic condition suspected,Medium,Cardiac,Yes
Joint Pain,Chronic (>3 months),Emergency evaluation needed,High,Neurological,No
Joint Pain,Chronic (>3 months),Lifestyle-related issue possible,Critical,GI,Yes
Joint Pain,Chronic (>3 months),Underlying disease progression,Low,General,No
Back Pain,< 1 day,Acute condition likely,Medium,Respiratory,Yes
Back Pain,< 1 day,Possible infection,High,Cardiac,No
Back Pain,< 1 day,Monitor symptoms,Critical,Neurological,Yes
Back Pain,< 1 day,Requires clinical evaluation,Low,GI,No
Back Pain,< 1 day,Chronic condition suspected,Medium,General,Yes
Back Pain,< 1 day,Emergency evaluation needed,High,Respiratory,No
Back Pain,< 1 day,Lifestyle-related issue possible,Critical,Cardiac,Yes
Back Pain,< 1 day,Underlying disease progression,Low,Neurological,No
Back Pain,1-3 days,Acute condition likely,Medium,GI,Yes
Back Pain,1-3 days,Possible infection,High,General,No
Back Pain,1-3 days,Monitor symptoms,Critical,Respiratory,Yes
Back Pain,1-3 days,Requires clinical evaluation,Low,Cardiac,No
Back Pain,1-3 days,Chronic condition suspected,Medium,Neurological,Yes
Back Pain,1-3 days,Emergency evaluation needed,High,GI,No
Back Pain,1-3 days,Lifestyle-related issue possible,Critical,General,Yes
Back Pain,1-3 days,Underlying disease progression,Low,Respiratory,No
Back Pain,3-7 days,Acute condition likely,Medium,Cardiac,Yes
Back Pain,3-7 days,Possible infection,High,Neurological,No
Back Pain,3-7 days,Monitor symptoms,Critical,GI,Yes
Back Pain,3-7 days,Requires clinical evaluation,Low,General,No
Back Pain,3-7 days,Chronic condition suspected,Medium,Respiratory,Yes
Back Pain,3-7 days,Emergency evaluation needed,High,Cardiac,No
Back Pain,3-7 days,Lifestyle-related issue possible,Critical,Neurological,Yes
Back Pain,3-7 days,Underlying disease progression,Low,GI,No
Back Pain,1-2 weeks,Acute condition likely,Medium,General,Yes
Back Pain,1-2 weeks,Possible infection,High,Respiratory,No
Back Pain,1-2 weeks,Monitor symptoms,Critical,Cardiac,Yes
Back Pain,1-2 weeks,Requires clinical evaluation,Low,Neurological,No
Back Pain,1-2 weeks,Chronic condition suspected,Medium,GI,Yes
Back Pain,1-2 weeks,Emergency evaluation needed,High,General,No
Back Pain,1-2 weeks,Lifestyle-related issue possible,Critical,Respiratory,Yes
Back Pain,1-2 weeks,Underlying disease progression,Low,Cardiac,No
Back Pain,2-4 weeks,Acute condition likely,Medium,Neurological,Yes
Back Pain,2-4 weeks,Possible infection,High,GI,No
Back Pain,2-4 weeks,Monitor symptoms,Critical,General,Yes
Back Pain,2-4 weeks,Requires clinical evaluation,Low,Respiratory,No
Back Pain,2-4 weeks,Chronic condition suspected,Medium,Cardiac,Yes
Back Pain,2-4 weeks,Emergency evaluation needed,High,Neurological,No
Back Pain,2-4 weeks,Lifestyle-related issue possible,Critical,GI,Yes
Back Pain,2-4 weeks,Underlying disease progression,Low,General,No
Back Pain,1-3 months,Acute condition likely,Medium,Respiratory,Yes
Back Pain,1-3 months,Possible infection,High,Cardiac,No
Back Pain,1-3 months,Monitor symptoms,Critical,Neurological,Yes
Back Pain,1-3 months,Requires clinical evaluation,Low,GI,No
Back Pain,1-3 months,Chronic condition suspected,Medium,General,Yes
Back Pain,1-3 months,Emergency evaluation needed,High,Respiratory,No
Back Pain,1-3 months,Lifestyle-related issue possible,Critical,Cardiac,Yes
Back Pain,1-3 months,Underlying disease progression,Low,Neurological,No
Back Pain,Chronic (>3 months),Acute condition likely,Medium,GI,Yes
Back Pain,Chronic (>3 months),Possible infection,High,General,No
Back Pain,Chronic (>3 months),Monitor symptoms,Critical,Respiratory,Yes
Back Pain,Chronic (>3 months),Requires clinical evaluation,Low,Cardiac,No
Back Pain,Chronic (>3 months),Chronic condition suspected,Medium,Neurological,Yes
Back Pain,Chronic (>3 months),Emergency evaluation needed,High,GI,No
Back Pain,Chronic (>3 months),Lifestyle-related issue possible,Critical,General,Yes
Back Pain,Chronic (>3 months),Underlying disease progression,Low,Respiratory,No
Dizziness,< 1 day,Acute condition likely,Medium,Cardiac,Yes
Dizziness,< 1 day,Possible infection,High,Neurological,No
Dizziness,< 1 day,Monitor symptoms,Critical,GI,Yes
Dizziness,< 1 day,Requires clinical evaluation,Low,General,No
Dizziness,< 1 day,Chronic condition suspected,Medium,Respiratory,Yes
Dizziness,< 1 day,Emergency evaluation needed,High,Cardiac,No
Dizziness,< 1 day,Lifestyle-related issue possible,Critical,Neurological,Yes
Dizziness,< 1 day,Underlying disease progression,Low,GI,No
Dizziness,1-3 days,Acute condition likely,Medium,General,Yes
Dizziness,1-3 days,Possible infection,High,Respiratory,No
Dizziness,1-3 days,Monitor symptoms,Critical,Cardiac,Yes
Dizziness,1-3 days,Requires clinical evaluation,Low,Neurological,No
Dizziness,1-3 days,Chronic condition suspected,Medium,GI,Yes
Dizziness,1-3 days,Emergency evaluation needed,High,General,No
Dizziness,1-3 days,Lifestyle-related issue possible,Critical,Respiratory,Yes
Dizziness,1-3 days,Underlying disease progression,Low,Cardiac,No
Dizziness,3-7 days,Acute condition likely,Medium,Neurological,Yes
Dizziness,3-7 days,Possible infection,High,GI,No
Dizziness,3-7 days,Monitor symptoms,Critical,General,Yes
Dizziness,3-7 days,Requires clinical evaluation,Low,Respiratory,No
Dizziness,3-7 days,Chronic condition suspected,Medium,Cardiac,Yes
Dizziness,3-7 days,Emergency evaluation needed,High,Neurological,No
Dizziness,3-7 days,Lifestyle-related issue possible,Critical,GI,Yes
Dizziness,3-7 days,Underlying disease progression,Low,General,No
Dizziness,1-2 weeks,Acute condition likely,Medium,Respiratory,Yes
Dizziness,1-2 weeks,Possible infection,High,Cardiac,No
Dizziness,1-2 weeks,Monitor symptoms,Critical,Neurological,Yes
Dizziness,1-2 weeks,Requires clinical evaluation,Low,GI,No
Dizziness,1-2 weeks,Chronic condition suspected,Medium,General,Yes
Dizziness,1-2 weeks,Emergency evaluation needed,High,Respiratory,No
Dizziness,1-2 weeks,Lifestyle-related issue possible,Critical,Cardiac,Yes
Dizziness,1-2 weeks,Underlying disease progression,Low,Neurological,No
Dizziness,2-4 weeks,Acute condition likely,Medium,GI,Yes
Dizziness,2-4 weeks,Possible infection,High,General,No
Dizziness,2-4 weeks,Monitor symptoms,Critical,Respiratory,Yes
Dizziness,2-4 weeks,Requires clinical evaluation,Low,Cardiac,No
Dizziness,2-4 weeks,Chronic condition suspected,Medium,Neurological,Yes
Dizziness,2-4 weeks,Emergency evaluation needed,High,GI,No
Dizziness,2-4 weeks,Lifestyle-related issue possible,Critical,General,Yes
Dizziness,2-4 weeks,Underlying disease progression,Low,Respiratory,No
Dizziness,1-3 months,Acute condition likely,Medium,Cardiac,Yes
Dizziness,1-3 months,Possible infection,High,Neurological,No
Dizziness,1-3 months,Monitor symptoms,Critical,GI,Yes
Dizziness,1-3 months,Requires clinical evaluation,Low,General,No
Dizziness,1-3 months,Chronic condition suspected,Medium,Respiratory,Yes
Dizziness,1-3 months,Emergency evaluation needed,High,Cardiac,No
Dizziness,1-3 months,Lifestyle-related issue possible,Critical,Neurological,Yes
Dizziness,1-3 months,Underlying disease progression,Low,GI,No
Dizziness,Chronic (>3 months),Acute condition likely,Medium,General,Yes
Dizziness,Chronic (>3 months),Possible infection,High,Respiratory,No
Dizziness,Chronic (>3 months),Monitor symptoms,Critical,Cardiac,Yes
Dizziness,Chronic (>3 months),Requires clinical evaluation,Low,Neurological,No
Dizziness,Chronic (>3 months),Chronic condition suspected,Medium,GI,Yes
Dizziness,Chronic (>3 months),Emergency evaluation needed,High,General,No
Dizziness,Chronic (>3 months),Lifestyle-related issue possible,Critical,Respiratory,Yes
Dizziness,Chronic (>3 months),Underlying disease progression,Low,Cardiac,No
Palpitations,< 1 day,Acute condition likely,Medium,Neurological,Yes
Palpitations,< 1 day,Possible infection,High,GI,No
Palpitations,< 1 day,Monitor symptoms,Critical,General,Yes
Palpitations,< 1 day,Requires clinical evaluation,Low,Respiratory,No
Palpitations,< 1 day,Chronic condition suspected,Medium,Cardiac,Yes
Palpitations,< 1 day,Emergency evaluation needed,High,Neurological,No
Palpitations,< 1 day,Lifestyle-related issue possible,Critical,GI,Yes
Palpitations,< 1 day,Underlying disease progression,Low,General,No
Palpitations,1-3 days,Acute condition likely,Medium,Respiratory,Yes
Palpitations,1-3 days,Possible infection,High,Cardiac,No
Palpitations,1-3 days,Monitor symptoms,Critical,Neurological,Yes
Palpitations,1-3 days,Requires clinical evaluation,Low,GI,No
Palpitations,1-3 days,Chronic condition suspected,Medium,General,Yes
Palpitations,1-3 days,Emergency evaluation needed,High,Respiratory,No
Palpitations,1-3 days,Lifestyle-related issue possible,Critical,Cardiac,Yes
Palpitations,1-3 days,Underlying disease progression,Low,Neurological,No
Palpitations,3-7 days,Acute condition likely,Medium,GI,Yes
Palpitations,3-7 days,Possible infection,High,General,No
Palpitations,3-7 days,Monitor symptoms,Critical,Respiratory,Yes
Palpitations,3-7 days,Requires clinical evaluation,Low,Cardiac,No
Palpitations,3-7 days,Chronic condition suspected,Medium,Neurological,Yes
Palpitations,3-7 days,Emergency evaluation needed,High,GI,No
Palpitations,3-7 days,Lifestyle-related issue possible,Critical,General,Yes
Palpitations,3-7 days,Underlying disease progression,Low,Respiratory,No
Palpitations,1-2 weeks,Acute condition likely,Medium,Cardiac,Yes
Palpitations,1-2 weeks,Possible infection,High,Neurological,No
Palpitations,1-2 weeks,Monitor symptoms,Critical,GI,Yes
Palpitations,1-2 weeks,Requires clinical evaluation,Low,General,No
Palpitations,1-2 weeks,Chronic condition suspected,Medium,Respiratory,Yes
Palpitations,1-2 weeks,Emergency evaluation needed,High,Cardiac,No
Palpitations,1-2 weeks,Lifestyle-related issue possible,Critical,Neurological,Yes
Palpitations,1-2 weeks,Underlying disease progression,Low,GI,No
Palpitations,2-4 weeks,Acute condition likely,Medium,General,Yes
Palpitations,2-4 weeks,Possible infection,High,Respiratory,No
Palpitations,2-4 weeks,Monitor symptoms,Critical,Cardiac,Yes
Palpitations,2-4 weeks,Requires clinical evaluation,Low,Neurological,No
Palpitations,2-4 weeks,Chronic condition suspected,Medium,GI,Yes
Palpitations,2-4 weeks,Emergency evaluation needed,High,General,No
Palpitations,2-4 weeks,Lifestyle-related issue possible,Critical,Respiratory,Yes
Palpitations,2-4 weeks,Underlying disease progression,Low,Cardiac,No
Palpitations,1-3 months,Acute condition likely,Medium,Neurological,Yes
Palpitations,1-3 months,Possible infection,High,GI,No
Palpitations,1-3 months,Monitor symptoms,Critical,General,Yes
Palpitations,1-3 months,Requires clinical evaluation,Low,Respiratory,No
Palpitations,1-3 months,Chronic condition suspected,Medium,Cardiac,Yes
Palpitations,1-3 months,Emergency evaluation needed,High,Neurological,No
Palpitations,1-3 months,Lifestyle-related issue possible,Critical,GI,Yes
Palpitations,1-3 months,Underlying disease progression,Low,General,No
Palpitations,Chronic (>3 months),Acute condition likely,Medium,Respiratory,Yes
Palpitations,Chronic (>3 months),Possible infection,High,Cardiac,No
Palpitations,Chronic (>3 months),Monitor symptoms,Critical,Neurological,Yes
Palpitations,Chronic (>3 months),Requires clinical evaluation,Low,GI,No
Palpitations,Chronic (>3 months),Chronic condition suspected,Medium,General,Yes
Palpitations,Chronic (>3 months),Emergency evaluation needed,High,Respiratory,No
Palpitations,Chronic (>3 months),Lifestyle-related issue possible,Critical,Cardiac,Yes
Palpitations,Chronic (>3 months),Underlying disease progression,Low,Neurological,No
Rash,< 1 day,Acute condition likely,Medium,GI,Yes
Rash,< 1 day,Possible infection,High,General,No
Rash,< 1 day,Monitor symptoms,Critical,Respiratory,Yes
Rash,< 1 day,Requires clinical evaluation,Low,Cardiac,No
Rash,< 1 day,Chronic condition suspected,Medium,Neurological,Yes
Rash,< 1 day,Emergency evaluation needed,High,GI,No
Rash,< 1 day,Lifestyle-related issue possible,Critical,General,Yes
Rash,< 1 day,Underlying disease progression,Low,Respiratory,No
Rash,1-3 days,Acute condition likely,Medium,Cardiac,Yes
Rash,1-3 days,Possible infection,High,Neurological,No
Rash,1-3 days,Monitor symptoms,Critical,GI,Yes
Rash,1-3 days,Requires clinical evaluation,Low,General,No
Rash,1-3 days,Chronic condition suspected,Medium,Respiratory,Yes
Rash,1-3 days,Emergency evaluation needed,High,Cardiac,No
Rash,1-3 days,Lifestyle-related issue possible,Critical,Neurological,Yes
Rash,1-3 days,Underlying disease progression,Low,GI,No
Rash,3-7 days,Acute condition likely,Medium,General,Yes
Rash,3-7 days,Possible infection,High,Respiratory,No
Rash,3-7 days,Monitor symptoms,Critical,Cardiac,Yes
Rash,3-7 days,Requires clinical evaluation,Low,Neurological,No
Rash,3-7 days,Chronic condition suspected,Medium,GI,Yes
Rash,3-7 days,Emergency evaluation needed,High,General,No
Rash,3-7 days,Lifestyle-related issue possible,Critical,Respiratory,Yes
Rash,3-7 days,Underlying disease progression,Low,Cardiac,No
Rash,1-2 weeks,Acute condition likely,Medium,Neurological,Yes
Rash,1-2 weeks,Possible infection,High,GI,No
Rash,1-2 weeks,Monitor symptoms,Critical,General,Yes
Rash,1-2 weeks,Requires clinical evaluation,Low,Respiratory,No
Rash,1-2 weeks,Chronic condition suspected,Medium,Cardiac,Yes
Rash,1-2 weeks,Emergency evaluation needed,High,Neurological,No
Rash,1-2 weeks,Lifestyle-related issue possible,Critical,GI,Yes
Rash,1-2 weeks,Underlying disease progression,Low,General,No
Rash,2-4 weeks,Acute condition likely,Medium,Respiratory,Yes
Rash,2-4 weeks,Possible infection,High,Cardiac,No
Rash,2-4 weeks,Monitor symptoms,Critical,Neurological,Yes
Rash,2-4 weeks,Requires clinical evaluation,Low,GI,No
Rash,2-4 weeks,Chronic condition suspected,Medium,General,Yes
Rash,2-4 weeks,Emergency evaluation needed,High,Respiratory,No
Rash,2-4 weeks,Lifestyle-related issue possible,Critical,Cardiac,Yes
Rash,2-4 weeks,Underlying disease progression,Low,Neurological,No
Rash,1-3 months,Acute condition likely,Medium,GI,Yes
Rash,1-3 months,Possible infection,High,General,No
Rash,1-3 months,Monitor symptoms,Critical,Respiratory,Yes
Rash,1-3 months,Requires clinical evaluation,Low,Cardiac,No
Rash,1-3 months,Chronic condition suspected,Medium,Neurological,Yes
Rash,1-3 months,Emergency evaluation needed,High,GI,No
Rash,1-3 months,Lifestyle-related issue possible,Critical,General,Yes
Rash,1-3 months,Underlying disease progression,Low,Respiratory,No
Rash,Chronic (>3 months),Acute condition likely,Medium,Cardiac,Yes
Rash,Chronic (>3 months),Possible infection,High,Neurological,No
Rash,Chronic (>3 months),Monitor symptoms,Critical,GI,Yes
Rash,Chronic (>3 months),Requires clinical evaluation,Low,General,No
Rash,Chronic (>3 months),Chronic condition suspected,Medium,Respiratory,Yes
Rash,Chronic (>3 months),Emergency evaluation needed,High,Cardiac,No
Rash,Chronic (>3 months),Lifestyle-related issue possible,Critical,Neurological,Yes
Rash,Chronic (>3 months),Underlying disease progression,Low,GI,No
Itching,< 1 day,Acute condition likely,Medium,General,Yes
Itching,< 1 day,Possible infection,High,Respiratory,No
Itching,< 1 day,Monitor symptoms,Critical,Cardiac,Yes
Itching,< 1 day,Requires clinical evaluation,Low,Neurological,No
Itching,< 1 day,Chronic condition suspected,Medium,GI,Yes
Itching,< 1 day,Emergency evaluation needed,High,General,No
Itching,< 1 day,Lifestyle-related issue possible,Critical,Respiratory,Yes
Itching,< 1 day,Underlying disease progression,Low,Cardiac,No
Itching,1-3 days,Acute condition likely,Medium,Neurological,Yes
Itching,1-3 days,Possible infection,High,GI,No
Itching,1-3 days,Monitor symptoms,Critical,General,Yes
Itching,1-3 days,Requires clinical evaluation,Low,Respiratory,No
Itching,1-3 days,Chronic condition suspected,Medium,Cardiac,Yes
Itching,1-3 days,Emergency evaluation needed,High,Neurological,No
Itching,1-3 days,Lifestyle-related issue possible,Critical,GI,Yes
Itching,1-3 days,Underlying disease progression,Low,General,No
Itching,3-7 days,Acute condition likely,Medium,Respiratory,Yes
Itching,3-7 days,Possible infection,High,Cardiac,No
Itching,3-7 days,Monitor symptoms,Critical,Neurological,Yes
Itching,3-7 days,Requires clinical evaluation,Low,GI,No
Itching,3-7 days,Chronic condition suspected,Medium,General,Yes
Itching,3-7 days,Emergency evaluation needed,High,Respiratory,No
Itching,3-7 days,Lifestyle-related issue possible,Critical,Cardiac,Yes
Itching,3-7 days,Underlying disease progression,Low,Neurological,No
Itching,1-2 weeks,Acute condition likely,Medium,GI,Yes
Itching,1-2 weeks,Possible infection,High,General,No
Itching,1-2 weeks,Monitor symptoms,Critical,Respiratory,Yes
Itching,1-2 weeks,Requires clinical evaluation,Low,Cardiac,No
Itching,1-2 weeks,Chronic condition suspected,Medium,Neurological,Yes
Itching,1-2 weeks,Emergency evaluation needed,High,GI,No
Itching,1-2 weeks,Lifestyle-related issue possible,Critical,General,Yes
Itching,1-2 weeks,Underlying disease progression,Low,Respiratory,No
Itching,2-4 weeks,Acute condition likely,Medium,Cardiac,Yes
Itching,2-4 weeks,Possible infection,High,Neurological,No
Itching,2-4 weeks,Monitor symptoms,Critical,GI,Yes
Itching,2-4 weeks,Requires clinical evaluation,Low,General,No
Itching,2-4 weeks,Chronic condition suspected,Medium,Respiratory,Yes
Itching,2-4 weeks,Emergency evaluation needed,High,Cardiac,No
Itching,2-4 weeks,Lifestyle-related issue possible,Critical,Neurological,Yes
Itching,2-4 weeks,Underlying disease progression,Low,GI,No
Itching,1-3 months,Acute condition likely,Medium,General,Yes
Itching,1-3 months,Possible infection,High,Respiratory,No
Itching,1-3 months,Monitor symptoms,Critical,Cardiac,Yes
Itching,1-3 months,Requires clinical evaluation,Low,Neurological,No
Itching,1-3 months,Chronic condition suspected,Medium,GI,Yes
Itching,1-3 months,Emergency evaluation needed,High,General,No
Itching,1-3 months,Lifestyle-related issue possible,Critical,Respiratory,Yes
Itching,1-3 months,Underlying disease progression,Low,Cardiac,No
Itching,Chronic (>3 months),Acute condition likely,Medium,Neurological,Yes
Itching,Chronic (>3 months),Possible infection,High,GI,No
Itching,Chronic (>3 months),Monitor symptoms,Critical,General,Yes
Itching,Chronic (>3 months),Requires clinical evaluation,Low,Respiratory,No
Itching,Chronic (>3 months),Chronic condition suspected,Medium,Cardiac,Yes
Itching,Chronic (>3 months),Emergency evaluation needed,High,Neurological,No
Itching,Chronic (>3 months),Lifestyle-related issue possible,Critical,GI,Yes
