disease,category,severity,text_chunk,chunk_length
Primary Neurological Condition 325,Respiratory,Low,"Disease: Primary Neurological Condition 325
Description: Primary Neurological Condition 325 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",391
Secondary Neurological Condition 326,GI,Moderate,"Disease: Secondary Neurological Condition 326
Description: Secondary Neurological Condition 326 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Primary Management: Lifestyle",387
Progressive Neurological Condition 327,Renal,High,"Disease: Progressive Neurological Condition 327
Description: Progressive Neurological Condition 327 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Primary Management: Diagnostics",400
Congenital Neurological Condition 328,Autoimmune,Critical,"Disease: Congenital Neurological Condition 328
Description: Congenital Neurological Condition 328 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Primary Management: Specialist Referral",411
Inflammatory Neurological Condition 329,Infectious,Low,"Disease: Inflammatory Neurological Condition 329
Description: Inflammatory Neurological Condition 329 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Primary Management: Medication",390
Metabolic Neurological Condition 330,Cardiovascular,Moderate,"Disease: Metabolic Neurological Condition 330
Description: Metabolic Neurological Condition 330 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Primary Management: Lifestyle",406
Acute Renal Condition 331,Neurology,High,"Disease: Acute Renal Condition 331
Description: Acute Renal Condition 331 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Primary Management: Diagnostics",376
Chronic Renal Condition 332,Endocrine,Critical,"Disease: Chronic Renal Condition 332
Description: Chronic Renal Condition 332 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Primary Management: Specialist Referral",381
Autoimmune Renal Condition 333,Respiratory,Low,"Disease: Autoimmune Renal Condition 333
Description: Autoimmune Renal Condition 333 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Primary Management: Medication",381
Idiopathic Renal Condition 334,GI,Moderate,"Disease: Idiopathic Renal Condition 334
Description: Idiopathic Renal Condition 334 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Primary Management: Lifestyle",375
Primary Renal Condition 335,Renal,High,"Disease: Primary Renal Condition 335
Description: Primary Renal Condition 335 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Primary Management: Diagnostics",389
Secondary Renal Condition 336,Autoimmune,Critical,"Disease: Secondary Renal Condition 336
Description: Secondary Renal Condition 336 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Primary Management: Specialist Referral",384
Progressive Renal Condition 337,Infectious,Low,"Disease: Progressive Renal Condition 337
Description: Progressive Renal Condition 337 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Primary Management: Medication",372
Congenital Renal Condition 338,Cardiovascular,Moderate,"Disease: Congenital Renal Condition 338
Description: Congenital Renal Condition 338 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Primary Management: Lifestyle",398
Inflammatory Renal Condition 339,Neurology,High,"Disease: Inflammatory Renal Condition 339
Description: Inflammatory Renal Condition 339 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Primary Management: Diagnostics",390
Metabolic Renal Condition 340,Endocrine,Critical,"Disease: Metabolic Renal Condition 340
Description: Metabolic Renal Condition 340 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Primary Management: Specialist Referral",390
Acute Hepatic Condition 341,Respiratory,Low,"Disease: Acute Hepatic Condition 341
Description: Acute Hepatic Condition 341 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Primary Management: Medication",370
Chronic Hepatic Condition 342,GI,Moderate,"Disease: Chronic Hepatic Condition 342
Description: Chronic Hepatic Condition 342 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Primary Management: Lifestyle",371
Autoimmune Hepatic Condition 343,Renal,High,"Disease: Autoimmune Hepatic Condition 343
Description: Autoimmune Hepatic Condition 343 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Primary Management: Diagnostics",397
Idiopathic Hepatic Condition 344,Autoimmune,Critical,"Disease: Idiopathic Hepatic Condition 344
Description: Idiopathic Hepatic Condition 344 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Primary Management: Specialist Referral",396
Primary Hepatic Condition 345,Infectious,Low,"Disease: Primary Hepatic Condition 345
Description: Primary Hepatic Condition 345 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",373
Secondary Hepatic Condition 346,Cardiovascular,Moderate,"Disease: Secondary Hepatic Condition 346
Description: Secondary Hepatic Condition 346 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Primary Management: Lifestyle",389
Progressive Hepatic Condition 347,Neurology,High,"Disease: Progressive Hepatic Condition 347
Description: Progressive Hepatic Condition 347 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Primary Management: Diagnostics",396
Congenital Hepatic Condition 348,Endocrine,Critical,"Disease: Congenital Hepatic Condition 348
Description: Congenital Hepatic Condition 348 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Primary Management: Specialist Referral",394
Inflammatory Hepatic Condition 349,Respiratory,Low,"Disease: Inflammatory Hepatic Condition 349
Description: Inflammatory Hepatic Condition 349 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Primary Management: Medication",384
Metabolic Hepatic Condition 350,GI,Moderate,"Disease: Metabolic Hepatic Condition 350
Description: Metabolic Hepatic Condition 350 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Primary Management: Lifestyle",386
Acute Endocrine Condition 351,Renal,High,"Disease: Acute Endocrine Condition 351
Description: Acute Endocrine Condition 351 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Primary Management: Diagnostics",380
Chronic Endocrine Condition 352,Autoimmune,Critical,"Disease: Chronic Endocrine Condition 352
Description: Chronic Endocrine Condition 352 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Primary Management: Specialist Referral",392
Autoimmune Endocrine Condition 353,Infectious,Low,"Disease: Autoimmune Endocrine Condition 353
Description: Autoimmune Endocrine Condition 353 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Primary Management: Medication",387
Idiopathic Endocrine Condition 354,Cardiovascular,Moderate,"Disease: Idiopathic Endocrine Condition 354
Description: Idiopathic Endocrine Condition 354 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Primary Management: Lifestyle",395
Primary Endocrine Condition 355,Neurology,High,"Disease: Primary Endocrine Condition 355
Description: Primary Endocrine Condition 355 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Primary Management: Diagnostics",397
Secondary Endocrine Condition 356,Endocrine,Critical,"Disease: Secondary Endocrine Condition 356
Description: Secondary Endocrine Condition 356 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Primary Management: Specialist Referral",391
Progressive Endocrine Condition 357,Respiratory,Low,"Disease: Progressive Endocrine Condition 357
Description: Progressive Endocrine Condition 357 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Primary Management: Medication",384
Congenital Endocrine Condition 358,GI,Moderate,"Disease: Congenital Endocrine Condition 358
Description: Congenital Endocrine Condition 358 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Primary Management: Lifestyle",390
Inflammatory Endocrine Condition 359,Renal,High,"Disease: Inflammatory Endocrine Condition 359
Description: Inflammatory Endocrine Condition 359 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Primary Management: Diagnostics",400
Metabolic Endocrine Condition 360,Autoimmune,Critical,"Disease: Metabolic Endocrine Condition 360
Description: Metabolic Endocrine Condition 360 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Primary Management: Specialist Referral",401
Acute Gastro Condition 361,Infectious,Low,"Disease: Acute Gastro Condition 361
Description: Acute Gastro Condition 361 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Primary Management: Medication",360
Chronic Gastro Condition 362,Cardiovascular,Moderate,"Disease: Chronic Gastro Condition 362
Description: Chronic Gastro Condition 362 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Primary Management: Lifestyle",387
Autoimmune Gastro Condition 363,Neurology,High,"Disease: Autoimmune Gastro Condition 363
Description: Autoimmune Gastro Condition 363 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Primary Management: Diagnostics",395
Idiopathic Gastro Condition 364,Endocrine,Critical,"Disease: Idiopathic Gastro Condition 364
Description: Idiopathic Gastro Condition 364 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Primary Management: Specialist Referral",387
Primary Gastro Condition 365,Respiratory,Low,"Disease: Primary Gastro Condition 365
Description: Primary Gastro Condition 365 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",381
Secondary Gastro Condition 366,GI,Moderate,"Disease: Secondary Gastro Condition 366
Description: Secondary Gastro Condition 366 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Primary Management: Lifestyle",371
Progressive Gastro Condition 367,Renal,High,"Disease: Progressive Gastro Condition 367
Description: Progressive Gastro Condition 367 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Primary Management: Diagnostics",390
Congenital Gastro Condition 368,Autoimmune,Critical,"Disease: Congenital Gastro Condition 368
Description: Congenital Gastro Condition 368 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Primary Management: Specialist Referral",401
Inflammatory Gastro Condition 369,Infectious,Low,"Disease: Inflammatory Gastro Condition 369
Description: Inflammatory Gastro Condition 369 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Primary Management: Medication",374
Metabolic Gastro Condition 370,Cardiovascular,Moderate,"Disease: Metabolic Gastro Condition 370
Description: Metabolic Gastro Condition 370 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Primary Management: Lifestyle",396
Acute Dermatologic Condition 371,Neurology,High,"Disease: Acute Dermatologic Condition 371
Description: Acute Dermatologic Condition 371 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Primary Management: Diagnostics",392
Chronic Dermatologic Condition 372,Endocrine,Critical,"Disease: Chronic Dermatologic Condition 372
Description: Chronic Dermatologic Condition 372 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Primary Management: Specialist Referral",391
Autoimmune Dermatologic Condition 373,Respiratory,Low,"Disease: Autoimmune Dermatologic Condition 373
Description: Autoimmune Dermatologic Condition 373 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Primary Management: Medication",397
Idiopathic Dermatologic Condition 374,GI,Moderate,"Disease: Idiopathic Dermatologic Condition 374
Description: Idiopathic Dermatologic Condition 374 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Primary Management: Lifestyle",391
Primary Dermatologic Condition 375,Renal,High,"Disease: Primary Dermatologic Condition 375
Description: Primary Dermatologic Condition 375 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Primary Management: Diagnostics",399
Secondary Dermatologic Condition 376,Autoimmune,Critical,"Disease: Secondary Dermatologic Condition 376
Description: Secondary Dermatologic Condition 376 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Primary Management: Specialist Referral",400
Progressive Dermatologic Condition 377,Infectious,Low,"Disease: Progressive Dermatologic Condition 377
Description: Progressive Dermatologic Condition 377 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Primary Management: Medication",388
Congenital Dermatologic Condition 378,Cardiovascular,Moderate,"Disease: Congenital Dermatologic Condition 378
Description: Congenital Dermatologic Condition 378 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Primary Management: Lifestyle",408
Inflammatory Dermatologic Condition 379,Neurology,High,"Disease: Inflammatory Dermatologic Condition 379
Description: Inflammatory Dermatologic Condition 379 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Primary Management: Diagnostics",406
Metabolic Dermatologic Condition 380,Endocrine,Critical,"Disease: Metabolic Dermatologic Condition 380
Description: Metabolic Dermatologic Condition 380 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Primary Management: Specialist Referral",406
Acute Hematologic Condition 381,Respiratory,Low,"Disease: Acute Hematologic Condition 381
Description: Acute Hematologic Condition 381 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Primary Management: Medication",374
Chronic Hematologic Condition 382,GI,Moderate,"Disease: Chronic Hematologic Condition 382
Description: Chronic Hematologic Condition 382 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Primary Management: Lifestyle",381
Autoimmune Hematologic Condition 383,Renal,High,"Disease: Autoimmune Hematologic Condition 383
Description: Autoimmune Hematologic Condition 383 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Primary Management: Diagnostics",407
Idiopathic Hematologic Condition 384,Autoimmune,Critical,"Disease: Idiopathic Hematologic Condition 384
Description: Idiopathic Hematologic Condition 384 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Primary Management: Specialist Referral",400
Primary Hematologic Condition 385,Infectious,Low,"Disease: Primary Hematologic Condition 385
Description: Primary Hematologic Condition 385 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",383
Secondary Hematologic Condition 386,Cardiovascular,Moderate,"Disease: Secondary Hematologic Condition 386
Description: Secondary Hematologic Condition 386 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Primary Management: Lifestyle",399
Progressive Hematologic Condition 387,Neurology,High,"Disease: Progressive Hematologic Condition 387
Description: Progressive Hematologic Condition 387 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Primary Management: Diagnostics",400
Congenital Hematologic Condition 388,Endocrine,Critical,"Disease: Congenital Hematologic Condition 388
Description: Congenital Hematologic Condition 388 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Primary Management: Specialist Referral",404
Inflammatory Hematologic Condition 389,Respiratory,Low,"Disease: Inflammatory Hematologic Condition 389
Description: Inflammatory Hematologic Condition 389 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Primary Management: Medication",394
Metabolic Hematologic Condition 390,GI,Moderate,"Disease: Metabolic Hematologic Condition 390
Description: Metabolic Hematologic Condition 390 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Primary Management: Lifestyle",390
Acute Musculoskeletal Condition 391,Renal,High,"Disease: Acute Musculoskeletal Condition 391
Description: Acute Musculoskeletal Condition 391 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Primary Management: Diagnostics",394
Chronic Musculoskeletal Condition 392,Autoimmune,Critical,"Disease: Chronic Musculoskeletal Condition 392
Description: Chronic Musculoskeletal Condition 392 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Primary Management: Specialist Referral",406
Autoimmune Musculoskeletal Condition 393,Infectious,Low,"Disease: Autoimmune Musculoskeletal Condition 393
Description: Autoimmune Musculoskeletal Condition 393 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Primary Management: Medication",395
Idiopathic Musculoskeletal Condition 394,Cardiovascular,Moderate,"Disease: Idiopathic Musculoskeletal Condition 394
Description: Idiopathic Musculoskeletal Condition 394 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Primary Management: Lifestyle",409
Primary Musculoskeletal Condition 395,Neurology,High,"Disease: Primary Musculoskeletal Condition 395
Description: Primary Musculoskeletal Condition 395 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Primary Management: Diagnostics",411
Secondary Musculoskeletal Condition 396,Endocrine,Critical,"Disease: Secondary Musculoskeletal Condition 396
Description: Secondary Musculoskeletal Condition 396 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Primary Management: Specialist Referral",399
Progressive Musculoskeletal Condition 397,Respiratory,Low,"Disease: Progressive Musculoskeletal Condition 397
Description: Progressive Musculoskeletal Condition 397 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Primary Management: Medication",398
Congenital Musculoskeletal Condition 398,GI,Moderate,"Disease: Congenital Musculoskeletal Condition 398
Description: Congenital Musculoskeletal Condition 398 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Primary Management: Lifestyle",404
Inflammatory Musculoskeletal Condition 399,Renal,High,"Disease: Inflammatory Musculoskeletal Condition 399
Description: Inflammatory Musculoskeletal Condition 399 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Primary Management: Diagnostics",408
Metabolic Musculoskeletal Condition 400,Autoimmune,Critical,"Disease: Metabolic Musculoskeletal Condition 400
Description: Metabolic Musculoskeletal Condition 400 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Primary Management: Specialist Referral",415
Acute Respiratory Failure 401,Infectious,Low,"Disease: Acute Respiratory Failure 401
Description: Acute Respiratory Failure 401 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Primary Management: Medication",368
Chronic Respiratory Failure 402,Cardiovascular,Moderate,"Disease: Chronic Respiratory Failure 402
Description: Chronic Respiratory Failure 402 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Primary Management: Lifestyle",389
Autoimmune Respiratory Failure 403,Neurology,High,"Disease: Autoimmune Respiratory Failure 403
Description: Autoimmune Respiratory Failure 403 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Primary Management: Diagnostics",403
Idiopathic Respiratory Failure 404,Endocrine,Critical,"Disease: Idiopathic Respiratory Failure 404
Description: Idiopathic Respiratory Failure 404 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Primary Management: Specialist Referral",395
Primary Respiratory Failure 405,Respiratory,Low,"Disease: Primary Respiratory Failure 405
Description: Primary Respiratory Failure 405 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",383
