drug,disease,dosage,side_effects,contraindications,drug_category,general_precaution,administration_route,population_group,risk_level,disclaimer,temporal_severity_score
479,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2,4
378,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2,1
80,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2,2
31,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2,3
276,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2,4
114,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2,1
312,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2,2
163,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2,3
212,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2,4
414,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2,1
464,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2,2
363,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2,3
65,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2,4
16,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2,1
261,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2,2
124,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2,3
322,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2,4
173,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2,1
222,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2,2
424,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2,3
474,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2,4
373,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2,1
75,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2,2
26,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2,3
271,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2,4
139,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2,1
337,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2,2
188,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2,3
237,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2,4
439,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2,1
489,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2,2
388,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2,3
90,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2,4
41,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2,1
286,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2,2
149,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2,3
347,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2,4
198,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2,1
247,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2,2
449,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2,3
499,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2,4
398,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2,1
100,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2,2
51,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2,3
296,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2,4
120,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2,1
318,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2,2
169,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2,3
218,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2,4
420,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2,1
470,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2,2
369,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2,3
71,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2,4
22,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2,1
267,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2,2
110,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2,3
308,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2,4
159,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2,1
208,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2,2
410,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2,3
460,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2,4
359,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2,1
61,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2,2
12,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2,3
257,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2,4
105,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2,1
303,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2,2
154,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2,3
203,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2,4
405,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2,1
455,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2,2
354,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2,3
56,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2,4
7,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2,1
252,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2,2
144,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2,3
342,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2,4
193,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2,1
242,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2,2
444,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2,3
494,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2,4
393,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2,1
95,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2,2
46,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2,3
291,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2,4
135,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2,1
333,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2,2
184,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2,3
233,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2,4
435,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2,1
485,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2,2
384,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2,3
86,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2,4
37,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2,1
282,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2,2
130,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2,3
328,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2,4
179,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2,1
228,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2,2
430,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2,3
480,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2,4
379,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2,1
81,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2,2
32,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2,3
277,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2,4
115,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2,1
313,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2,2
164,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2,3
213,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2,4
415,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2,1
465,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2,2
364,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2,3
66,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2,4
17,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2,1
262,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2,2
125,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2,3
323,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2,4
174,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2,1
223,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2,2
425,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2,3
475,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2,4
374,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2,1
76,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2,2
27,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2,3
272,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2,4
400,Fever,10,Nausea,Severe liver disease,1,8,1,1,1,1,1
297,Pain,7,GI upset,Peptic ulcer,8,1,1,0,2,2,2
1,Bacterial Infection,10,Rash,Penicillin allergy,2,9,1,2,3,2,3
349,Type 2 Diabetes,10,Diarrhea,Renal failure,3,3,1,1,4,2,4
0,Hypertension,8,Edema,Severe hypotension,4,2,1,0,1,2,1
450,Asthma,3,Tremor,Arrhythmia,5,7,0,2,2,0,2
399,GERD,4,Headache,Hypersensitivity,9,6,1,1,3,1,3
348,Hypertension,9,Dizziness,Pregnancy,0,4,1,0,4,2,4
298,Diabetes,0,Hypoglycemia,Dose errors,7,5,2,2,1,0,1
2,Respiratory Infection,10,Nausea,QT prolongation,2,0,1,1,2,2,2
145,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2,3
343,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2,4
194,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2,1
243,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2,2
445,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2,3
495,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2,4
394,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2,1
96,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2,2
47,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2,3
292,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2,4
116,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2,1
314,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2,2
165,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2,3
214,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2,4
416,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2,1
466,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2,2
365,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2,3
67,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2,4
18,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2,1
263,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2,2
106,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2,3
304,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2,4
155,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2,1
204,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2,2
406,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2,3
456,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2,4
355,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2,1
57,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2,2
8,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2,3
253,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2,4
101,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2,1
299,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2,2
150,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2,3
199,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2,4
401,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2,1
451,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2,2
350,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2,3
52,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2,4
3,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2,1
248,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2,2
140,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2,3
338,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2,4
189,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2,1
238,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2,2
440,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2,3
490,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2,4
389,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2,1
91,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2,2
42,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2,3
287,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2,4
131,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2,1
329,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2,2
180,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2,3
229,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2,4
431,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2,1
481,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2,2
380,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2,3
82,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2,4
33,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2,1
278,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2,2
126,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2,3
324,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2,4
175,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2,1
224,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2,2
426,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2,3
476,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2,4
375,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2,1
77,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2,2
28,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2,3
273,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2,4
111,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2,1
309,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2,2
160,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2,3
209,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2,4
411,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2,1
461,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2,2
360,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2,3
62,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2,4
13,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2,1
258,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2,2
121,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2,3
319,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2,4
170,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2,1
219,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2,2
421,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2,3
471,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2,4
370,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2,1
72,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2,2
23,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2,3
268,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2,4
136,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2,1
334,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2,2
185,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2,3
234,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2,4
436,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2,1
486,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2,2
385,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2,3
87,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2,4
38,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2,1
283,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2,2
146,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2,3
344,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2,4
195,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2,1
244,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2,2
446,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2,3
496,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2,4
395,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2,1
97,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2,2
48,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2,3
293,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2,4
117,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2,1
315,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2,2
166,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2,3
215,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2,4
417,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2,1
467,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2,2
366,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2,3
68,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2,4
19,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2,1
264,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2,2
107,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2,3
305,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2,4
156,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2,1
205,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2,2
407,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2,3
457,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2,4
356,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2,1
58,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2,2
9,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2,3
254,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2,4
102,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2,1
300,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2,2
151,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2,3
200,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2,4
402,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2,1
452,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2,2
351,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2,3
53,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2,4
4,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2,1
249,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2,2
141,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2,3
339,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2,4
190,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2,1
239,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2,2
441,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2,3
491,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2,4
390,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2,1
92,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2,2
43,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2,3
288,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2,4
132,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2,1
330,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2,2
181,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2,3
230,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2,4
432,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2,1
482,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2,2
381,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2,3
83,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2,4
34,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2,1
279,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2,2
127,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2,3
325,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2,4
176,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2,1
225,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2,2
427,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2,3
477,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2,4
376,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2,1
78,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2,2
29,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2,3
274,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2,4
112,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2,1
310,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2,2
161,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2,3
210,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2,4
412,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2,1
462,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2,2
361,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2,3
63,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2,4
14,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2,1
259,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2,2
122,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2,3
320,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,4,2,4
171,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,1,2,1
220,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,2,2,2
422,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,3,2,3
472,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,4,2,4
371,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,1,2,1
73,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,2,2,2
24,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,3,2,3
269,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,4,2,4
137,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,1,2,1
335,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,2,2,2
186,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,3,2,3
235,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,4,2,4
437,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,1,2,1
487,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,2,2,2
386,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,3,2,3
88,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,4,2,4
39,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,1,2,1
284,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,2,2,2
147,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,3,2,3
345,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,4,2,4
196,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,1,2,1
245,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,2,2,2
447,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,3,2,3
497,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,4,2,4
396,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,1,2,1
98,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,2,2,2
49,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,3,2,3
294,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,4,2,4
118,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,1,2,1
316,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,2,2,2
167,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,3,2,3
216,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,4,2,4
418,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,1,2,1
468,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,2,2,2
367,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,3,2,3
69,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,4,2,4
20,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,1,2,1
265,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,2,2,2
108,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,3,2,3
306,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,4,2,4
157,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,1,2,1
206,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,2,2,2
408,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,3,2,3
458,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,4,2,4
357,General Disorder,1,Varied mild effects,See clinician,6,10,1,2,1,2,1
59,General Disorder,2,Varied mild effects,See clinician,6,10,1,1,2,2,2
10,General Disorder,5,Varied mild effects,See clinician,6,10,1,0,3,2,3
255,General Disorder,6,Varied mild effects,See clinician,6,10,1,2,4,2,4
103,General Disorder,9,Varied mild effects,See clinician,6,10,1,1,1,2,1
301,General Disorder,1,Varied mild effects,See clinician,6,10,1,0,2,2,2
152,General Disorder,2,Varied mild effects,See clinician,6,10,1,2,3,2,3
201,General Disorder,5,Varied mild effects,See clinician,6,10,1,1,4,2,4
403,General Disorder,6,Varied mild effects,See clinician,6,10,1,0,1,2,1
453,General Disorder,9,Varied mild effects,See clinician,6,10,1,2,2,2,2
352,General Disorder,1,Varied mild effects,See clinician,6,10,1,1,3,2,3
54,General Disorder,2,Varied mild effects,See clinician,6,10,1,0,4,2,4
5,General Disorder,5,Varied mild effects,See clinician,6,10,1,2,1,2,1
250,General Disorder,6,Varied mild effects,See clinician,6,10,1,1,2,2,2
142,General Disorder,9,Varied mild effects,See clinician,6,10,1,0,3,2,3
