disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea,itching +  vomiting,"Jaundice, Impetigo, Acne",Oxygen saturation
Acne, pus_filled_pimples, blackheads, scurring, high_fever, headache, nausea, fatigue +  cramps,"Varicose veins, Jaundice, Dimorphic hemmorhoids(piles)",Platelet count
Acne, skin_rash, blackheads, scurring, high_fever, headache, nausea, continuous_sneezing +  chills,"Common Cold, Heart attack, GERD",Platelet count
Acne, skin_rash, pus_filled_pimples, scurring, high_fever, headache, nausea, stomach_pain +  acidity,"GERD, Hypoglycemia, Malaria",Platelet count
Acne, skin_rash, pus_filled_pimples, blackheads, high_fever, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Osteoarthristis, Hepatitis D",PCR confirmation
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, joint_pain +  vomiting,"Hepatitis E, Impetigo, Jaundice",Platelet count
Acne, skin_rash, pus_filled_pimples, blackheads, high_fever, headache, nausea, joint_pain +  vomiting,"Hepatitis E, Pneumonia, Alcoholic hepatitis",Inflammatory markers
Acne, skin_rash, pus_filled_pimples, scurring, high_fever, headache, nausea, chills +  vomiting,"Tuberculosis, Hepatitis D, Arthritis",Breathlessness
Acne, skin_rash, blackheads, scurring, high_fever, headache, nausea, acidity +  indigestion,"Migraine, Hyperthyroidism, Bronchial Asthma",CBC test
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), GERD, Impetigo",CBC test
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, chills +  vomiting,"Malaria, Jaundice, Typhoid",Breathlessness
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, high_fever, headache, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Varicose veins, Diabetes ",Breathlessness
Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine, high_fever, headache, nausea, skin_rash +  joint_pain,"Dengue, Pneumonia, Paralysis (brain hemorrhage)",Rash pattern
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine, high_fever, headache, nausea, chills +  vomiting,"Malaria, Alcoholic hepatitis, Drug Reaction",Inflammatory markers
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, high_fever, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Tuberculosis, Psoriasis",Platelet count
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, continuous_sneezing +  shivering,"Allergy, Hypothyroidism, Arthritis",Inflammatory markers
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine, high_fever, headache, nausea, mood_swings +  weight_loss,"Hyperthyroidism, Arthritis, Malaria",Oxygen saturation
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, high_fever, headache, nausea, vomiting +  dehydration,"Gastroenteritis, Typhoid, Chicken pox",Platelet count
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine, high_fever, headache, nausea, vomiting +  fatigue,"Hypoglycemia, Acne, (vertigo) Paroymsal  Positional Vertigo",PCR confirmation
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, muscle_wasting +  patches_in_throat,"AIDS, Peptic ulcer diseae",Rash pattern
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, chills +  fatigue,"Pneumonia, Malaria, Psoriasis",CBC test
Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, nausea, acidity +  indigestion,"Migraine, Hepatitis D, Malaria",Breathlessness
Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, nausea, headache +  chest_pain,"Hypertension , GERD",Platelet count
Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails, nausea, continuous_sneezing +  shivering,"Allergy, Acne, Paralysis (brain hemorrhage)",CBC test
Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails, nausea, chills +  vomiting,"Tuberculosis, Hypertension , Hypoglycemia",Platelet count
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails, nausea, burning_micturition +  bladder_discomfort,"Urinary tract infection, Osteoarthristis, Paralysis (brain hemorrhage)",Platelet count
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, nausea, chills +  vomiting,"Typhoid, Fungal infection, Hypoglycemia",Oxygen saturation
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, skin_rash +  joint_pain,"Psoriasis, Hypoglycemia, Pneumonia",Platelet count
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Osteoarthristis, hepatitis A",Inflammatory markers
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Urinary tract infection",Travel history
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, vomiting +  high_fever,"Malaria, (vertigo) Paroymsal  Positional Vertigo, Common Cold",PCR confirmation
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, headache, nausea, fatigue +  lethargy,"Hepatitis B, Bronchial Asthma, Heart attack",Travel history
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, headache, nausea, muscle_wasting +  patches_in_throat,"AIDS, Typhoid, Peptic ulcer diseae",Platelet count
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, headache, nausea, joint_pain +  vomiting,"Hepatitis D, Chicken pox, Hypoglycemia",Rash pattern
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze, headache, nausea, cramps +  bruising,"Varicose veins, Heart attack, Impetigo",PCR confirmation
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze, headache, nausea,itching +  vomiting,"Jaundice, Hepatitis B, Fungal infection",PCR confirmation
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, headache, nausea, chills +  vomiting,"Typhoid, Hypertension , Gastroenteritis",Breathlessness
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, skin_rash +  joint_pain,"Psoriasis, Chicken pox, Pneumonia",Inflammatory markers
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, headache, nausea, fatigue +  yellowish_skin,"Hepatitis C, Psoriasis, Drug Reaction",Inflammatory markers
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, fatigue +  weight_loss,"Diabetes , Urinary tract infection, Hypoglycemia",Oxygen saturation
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches, high_fever, headache, nausea, muscle_weakness +  stiff_neck,"Arthritis, Migraine, Jaundice",Travel history
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches, high_fever, headache, nausea, muscle_wasting +  patches_in_throat,"AIDS, Varicose veins, GERD",CBC test
Fungal infection,itching, skin_rash, dischromic _patches, high_fever, headache, nausea, continuous_sneezing +  chills,"Common Cold, Typhoid, Bronchial Asthma",Chest pain pattern
Fungal infection,itching, skin_rash, nodal_skin_eruptions, high_fever, headache, nausea, joint_pain +  vomiting,"hepatitis A, Malaria, Typhoid",CBC test
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches, high_fever, headache, nausea,itching +  skin_rash,"Drug Reaction, Hypothyroidism, AIDS",Inflammatory markers
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches, high_fever, headache, nausea,itching +  fatigue,"Hepatitis B, (vertigo) Paroymsal  Positional Vertigo, Urinary tract infection",PCR confirmation
Fungal infection,itching, skin_rash, dischromic _patches, high_fever, headache, nausea, muscle_wasting +  patches_in_throat,"AIDS, Drug Reaction, Arthritis",Oxygen saturation
Fungal infection,itching, skin_rash, nodal_skin_eruptions, high_fever, headache, nausea,itching +  skin_rash,"Fungal infection, Allergy, Hepatitis B",PCR confirmation
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea,itching +  skin_rash,"Drug Reaction, Migraine, Chronic cholestasis",Rash pattern
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, stomach_pain +  acidity,"GERD, Urinary tract infection, Alcoholic hepatitis",Oxygen saturation
Allergy, shivering, chills, watering_from_eyes, high_fever, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Fungal infection",Breathlessness
Allergy, continuous_sneezing, chills, watering_from_eyes, high_fever, headache, nausea, skin_rash +  chills,"Dengue, Hepatitis E, Arthritis",PCR confirmation
Allergy, continuous_sneezing, shivering, watering_from_eyes, high_fever, headache, nausea, vomiting +  dehydration,"Gastroenteritis, Impetigo, Diabetes ",Oxygen saturation
Allergy, continuous_sneezing, shivering, chills, high_fever, headache, nausea, acidity +  ulcers_on_tongue,"GERD, Hepatitis D, hepatitis A",Chest pain pattern
Allergy, shivering, chills, watering_from_eyes, high_fever, headache, nausea, skin_rash +  chills,"Dengue, Peptic ulcer diseae, Typhoid",Symptom duration
Allergy, continuous_sneezing, chills, watering_from_eyes, high_fever, headache, nausea, back_pain +  neck_pain,"Cervical spondylosis, GERD, Hypoglycemia",Breathlessness
Allergy, continuous_sneezing, shivering, watering_from_eyes, high_fever, headache, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Hypertension , Hepatitis E",Chest pain pattern
Allergy, continuous_sneezing, shivering, chills, high_fever, headache, nausea, skin_rash +  high_fever,"Impetigo, GERD, Osteoarthristis",PCR confirmation
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, fatigue +  weight_gain,"Hypothyroidism, Hypoglycemia, AIDS",Oxygen saturation
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, joint_pain +  vomiting,"Hepatitis E, Hepatitis C, AIDS",PCR confirmation
GERD, stomach_pain, ulcers_on_tongue, vomiting, cough, chest_pain, nausea, pain_during_bowel_movements +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), Alcoholic hepatitis, AIDS",Inflammatory markers
GERD, stomach_pain, acidity, vomiting, cough, chest_pain, nausea, joint_pain +  vomiting,"hepatitis A, Typhoid",Symptom duration
GERD, stomach_pain, acidity, ulcers_on_tongue, cough, chest_pain, nausea, chills +  vomiting,"Tuberculosis, Dengue, (vertigo) Paroymsal  Positional Vertigo",Breathlessness
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, chest_pain, nausea, burning_micturition +  bladder_discomfort,"Urinary tract infection, Hepatitis D, Drug Reaction",Breathlessness
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, nausea,itching +  vomiting,"Jaundice, Impetigo, Dengue",Breathlessness
GERD, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, nausea, fatigue +  anxiety,"Hypoglycemia, Osteoarthristis, Migraine",CBC test
GERD, stomach_pain, ulcers_on_tongue, vomiting, cough, chest_pain, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Urinary tract infection, Hypoglycemia",Breathlessness
GERD, stomach_pain, acidity, vomiting, cough, chest_pain, nausea, headache +  chest_pain,"Hypertension , Pneumonia, Paralysis (brain hemorrhage)",Inflammatory markers
GERD, stomach_pain, acidity, ulcers_on_tongue, cough, chest_pain, nausea, fatigue +  nausea,"Hepatitis C, Pneumonia, Cervical spondylosis",Chest pain pattern
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, fatigue +  cough,"Pneumonia, Hepatitis E, Hypoglycemia",Travel history
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, fatigue +  cough,"Pneumonia, Varicose veins",Oxygen saturation
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, stomach_pain +  acidity,"GERD, Drug Reaction, Hypothyroidism",Oxygen saturation
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, fatigue +  weight_gain,"Hypothyroidism, Fungal infection, GERD",Platelet count
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes, pain_during_bowel_movements +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), Osteoarthristis, AIDS",Breathlessness
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, abdominal_pain, yellowing_of_eyes, muscle_wasting +  patches_in_throat,"AIDS, Arthritis, Urinary tract infection",CBC test
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, skin_rash +  pus_filled_pimples,"Acne, Chronic cholestasis, Urinary tract infection",Platelet count
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, headache +  nausea,"(vertigo) Paroymsal  Positional Vertigo, Hypothyroidism, Acne",Breathlessness
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, fatigue +  cramps,"Varicose veins, Diabetes , Peptic ulcer diseae",Oxygen saturation
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, back_pain +  weakness_in_limbs,"Cervical spondylosis, Hepatitis E, Chronic cholestasis",Breathlessness
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, chills +  vomiting,"Malaria, GERD, Hypothyroidism",PCR confirmation
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination, headache, nausea, joint_pain +  vomiting,"Hepatitis E, Osteoarthristis, Malaria",Chest pain pattern
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Bronchial Asthma, Hepatitis D",Rash pattern
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination, headache, nausea, chills +  vomiting,"Malaria, Heart attack, Hepatitis B",Platelet count
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, headache, nausea, vomiting +  fatigue,"Hypoglycemia, Arthritis, Drug Reaction",PCR confirmation
Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination, headache, nausea, patches_in_throat +  high_fever,"AIDS, Hypoglycemia, Impetigo",CBC test
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination, headache, nausea, joint_pain +  vomiting,"Hepatitis E, Typhoid, Chronic cholestasis",Rash pattern
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination, headache, nausea, chills +  fatigue,"Pneumonia, Hypertension , AIDS",CBC test
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination, headache, nausea,itching +  vomiting,"Jaundice, Hepatitis B, Fungal infection",Oxygen saturation
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, headache, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Varicose veins, Chicken pox",Oxygen saturation
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, nausea, muscle_weakness +  stiff_neck,"Arthritis, Pneumonia, Hepatitis D",CBC test
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching, nausea, joint_pain +  vomiting,"Hepatitis D, Tuberculosis, Fungal infection",Breathlessness
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, nausea, vomiting +  breathlessness,"Heart attack, Arthritis, Bronchial Asthma",Rash pattern
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, nausea,itching +  vomiting,"Jaundice, Impetigo, Acne",Oxygen saturation
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching, nausea, muscle_wasting +  patches_in_throat,"AIDS, Typhoid, Hepatitis E",Oxygen saturation
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases, internal_itching, nausea, back_pain +  weakness_in_limbs,"Cervical spondylosis, GERD, Urinary tract infection",Platelet count
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, internal_itching, nausea, skin_rash +  joint_pain,"Psoriasis, Hypothyroidism, Chicken pox",Inflammatory markers
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, nausea, chills +  vomiting,"Tuberculosis, Hepatitis C, Hepatitis E",Breathlessness
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, joint_pain +  vomiting,"Hepatitis E, Hypothyroidism, Malaria",CBC test
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, continuous_sneezing +  chills,"Common Cold, Hypothyroidism, Bronchial Asthma",Symptom duration
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, joint_pain +  vomiting,"Hepatitis D, Impetigo, Acne",Breathlessness
AIDS, patches_in_throat, high_fever, extra_marital_contacts, high_fever, headache, nausea, joint_pain +  vomiting,"hepatitis A, Cervical spondylosis, AIDS",Platelet count
AIDS, muscle_wasting, high_fever, extra_marital_contacts, high_fever, headache, nausea, continuous_sneezing +  chills,"Common Cold, Varicose veins, GERD",Oxygen saturation
AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts, high_fever, headache, nausea, continuous_sneezing +  chills,"Common Cold, AIDS",Breathlessness
AIDS, muscle_wasting, patches_in_throat, high_fever, high_fever, headache, nausea, neck_pain +  knee_pain,"Osteoarthristis, Tuberculosis, Hepatitis B",Breathlessness
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, stomach_pain +  acidity,"GERD, Hepatitis D, Hepatitis C",Rash pattern
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, joint_pain +  vomiting,"Hepatitis E, Pneumonia, Hepatitis C",PCR confirmation
AIDS, patches_in_throat, high_fever, extra_marital_contacts, high_fever, headache, nausea,itching +  fatigue,"Hepatitis B, Heart attack, Cervical spondylosis",Travel history
AIDS, muscle_wasting, high_fever, extra_marital_contacts, high_fever, headache, nausea,itching +  fatigue,"Hepatitis B, Paralysis (brain hemorrhage), Hyperthyroidism",Chest pain pattern
AIDS, muscle_wasting, patches_in_throat, high_fever, high_fever, headache, nausea,itching +  skin_rash,"Fungal infection, AIDS, Osteoarthristis",Breathlessness
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision,itching +  skin_rash,"Chicken pox, Tuberculosis",Platelet count
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision,itching +  skin_rash,"Drug Reaction, Diabetes , Hepatitis E",Travel history
Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, vomiting +  yellowish_skin,"Alcoholic hepatitis, Diabetes , Dengue",Breathlessness
Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, muscle_weakness +  stiff_neck,"Arthritis, Bronchial Asthma, Malaria",Breathlessness
Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity,itching +  skin_rash,"Chicken pox, Jaundice, (vertigo) Paroymsal  Positional Vertigo",Rash pattern
Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level, blurred_and_distorted_vision, obesity, fatigue +  weight_loss,"Hyperthyroidism, Bronchial Asthma, Dimorphic hemmorhoids(piles)",Travel history
Diabetes , fatigue, weight_loss, restlessness, lethargy, blurred_and_distorted_vision, obesity,itching +  skin_rash,"Drug Reaction, Hypothyroidism, Heart attack",Travel history
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, obesity, skin_rash +  blister,"Impetigo, Heart attack, hepatitis A",CBC test
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, fatigue +  cough,"Bronchial Asthma, Common Cold, Hypertension ",PCR confirmation
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision,itching +  skin_rash,"Drug Reaction, Hepatitis E, Impetigo",Chest pain pattern
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, sunken_eyes +  dehydration,"Gastroenteritis, Hyperthyroidism, Bronchial Asthma",Platelet count
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, fatigue +  mood_swings,"Hyperthyroidism, Hepatitis C, Psoriasis",Platelet count
Gastroenteritis, sunken_eyes, dehydration, diarrhoea, high_fever, headache, nausea,itching +  skin_rash,"Fungal infection, Peptic ulcer diseae, Paralysis (brain hemorrhage)",CBC test
Gastroenteritis, vomiting, dehydration, diarrhoea, high_fever, headache, nausea, acidity +  ulcers_on_tongue,"GERD, Fungal infection, Acne",Breathlessness
Gastroenteritis, vomiting, sunken_eyes, diarrhoea, high_fever, headache, nausea, headache +  chest_pain,"Hypertension , Varicose veins, Migraine",Inflammatory markers
Gastroenteritis, vomiting, sunken_eyes, dehydration, high_fever, headache, nausea,itching +  vomiting,"Chronic cholestasis, Osteoarthristis, Typhoid",Inflammatory markers
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Chronic cholestasis, AIDS",Breathlessness
Gastroenteritis, sunken_eyes, dehydration, diarrhoea, high_fever, headache, nausea, joint_pain +  neck_pain,"Osteoarthristis, Hyperthyroidism",Oxygen saturation
Gastroenteritis, vomiting, dehydration, diarrhoea, high_fever, headache, nausea, continuous_sneezing +  shivering,"Allergy, Malaria, Osteoarthristis",Breathlessness
Gastroenteritis, vomiting, sunken_eyes, diarrhoea, high_fever, headache, nausea, chills +  vomiting,"Typhoid, Drug Reaction, Psoriasis",Chest pain pattern
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, fatigue +  yellowish_skin,"Hepatitis C, (vertigo) Paroymsal  Positional Vertigo, Arthritis",Oxygen saturation
Bronchial Asthma, cough, high_fever, breathlessness, family_history, mucoid_sputum, nausea, chills +  vomiting,"Typhoid, Migraine, Drug Reaction",Breathlessness
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history, mucoid_sputum, nausea, fatigue +  mood_swings,"Hyperthyroidism, AIDS, Peptic ulcer diseae",Platelet count
Bronchial Asthma, fatigue, cough, breathlessness, family_history, mucoid_sputum, nausea, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Migraine, (vertigo) Paroymsal  Positional Vertigo",PCR confirmation
Bronchial Asthma, fatigue, cough, high_fever, family_history, mucoid_sputum, nausea, chills +  fatigue,"Pneumonia, Hepatitis E, Cervical spondylosis",Breathlessness
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, mucoid_sputum, nausea, fatigue +  yellowish_skin,"Hepatitis C, Hypertension , Bronchial Asthma",Breathlessness
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, nausea, fatigue +  yellowish_skin,"Hepatitis C, Malaria",CBC test
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, vomiting +  indigestion,"Peptic ulcer diseae, Chronic cholestasis, Dengue",Oxygen saturation
Bronchial Asthma, cough, high_fever, breathlessness, family_history, mucoid_sputum, nausea, joint_pain +  vomiting,"hepatitis A, AIDS, Dengue",Platelet count
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history, mucoid_sputum, nausea, joint_pain +  vomiting,"Hepatitis E, GERD, Psoriasis",PCR confirmation
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, continuous_sneezing +  chills,"Common Cold, Gastroenteritis, Hepatitis B",PCR confirmation
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration, headache, nausea, fatigue +  mood_swings,"Hyperthyroidism, Dimorphic hemmorhoids(piles), Gastroenteritis",Oxygen saturation
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration, headache, nausea, skin_rash +  high_fever,"Impetigo, Dimorphic hemmorhoids(piles), Acne",Travel history
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration, headache, nausea, fatigue +  weight_loss,"Diabetes , Tuberculosis, Hepatitis C",Rash pattern
Hypertension , headache, chest_pain, dizziness, lack_of_concentration, headache, nausea, stomach_pain +  acidity,"GERD, Paralysis (brain hemorrhage), Psoriasis",Symptom duration
Hypertension , headache, chest_pain, dizziness, loss_of_balance, headache, nausea, joint_pain +  vomiting,"hepatitis A, GERD, Hepatitis E",Rash pattern
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, skin_rash +  chills,"Dengue, Fungal infection, Pneumonia",PCR confirmation
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration, headache, nausea, vomiting +  headache,"Paralysis (brain hemorrhage), Drug Reaction, Hepatitis B",Platelet count
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration, headache, nausea, fatigue +  mood_swings,"Hyperthyroidism, Jaundice, Arthritis",Breathlessness
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration, headache, nausea,itching +  skin_rash,"Chicken pox, Urinary tract infection, Hypoglycemia",Platelet count
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, vomiting +  breathlessness,"Heart attack, Hepatitis B, Hypoglycemia",Symptom duration
Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, vomiting +  yellowish_skin,"Alcoholic hepatitis, Peptic ulcer diseae, Heart attack",Oxygen saturation
Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, acidity +  indigestion,"Migraine, Paralysis (brain hemorrhage), Hyperthyroidism",Platelet count
Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, chills +  vomiting,"Typhoid, Hypoglycemia, Jaundice",CBC test
Migraine, acidity, indigestion, headache, excessive_hunger, stiff_neck, depression, fatigue +  weight_loss,"Diabetes , Typhoid, Varicose veins",CBC test
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, stiff_neck, depression, joint_pain +  vomiting,"Hepatitis D, Psoriasis, Dimorphic hemmorhoids(piles)",Travel history
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, depression, stomach_pain +  acidity,"GERD, Cervical spondylosis, Dimorphic hemmorhoids(piles)",CBC test
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck,itching +  vomiting,"Jaundice, Hypoglycemia, Urinary tract infection",Oxygen saturation
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, fatigue +  weight_gain,"Hypothyroidism, Chronic cholestasis, Osteoarthristis",Chest pain pattern
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, continuous_sneezing +  shivering,"Allergy, Diabetes ",Symptom duration
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, headache +  chest_pain,"Hypertension , Migraine, Urinary tract infection",Platelet count
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, chest_pain +  dizziness,"Hypertension , Acne, Pneumonia",CBC test
