disease,category,severity,text_chunk,chunk_length
Autoimmune Neurological Inflammation 823,Renal,High,"Disease: Autoimmune Neurological Inflammation 823
Description: Autoimmune Neurological Inflammation 823 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",413
Idiopathic Neurological Inflammation 824,Autoimmune,Critical,"Disease: Idiopathic Neurological Inflammation 824
Description: Idiopathic Neurological Inflammation 824 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",412
Primary Neurological Inflammation 825,Infectious,Low,"Disease: Primary Neurological Inflammation 825
Description: Primary Neurological Inflammation 825 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",389
Secondary Neurological Inflammation 826,Cardiovascular,Moderate,"Disease: Secondary Neurological Inflammation 826
Description: Secondary Neurological Inflammation 826 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",405
Progressive Neurological Inflammation 827,Neurology,High,"Disease: Progressive Neurological Inflammation 827
Description: Progressive Neurological Inflammation 827 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",412
Congenital Neurological Inflammation 828,Endocrine,Critical,"Disease: Congenital Neurological Inflammation 828
Description: Congenital Neurological Inflammation 828 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",410
Inflammatory Neurological Inflammation 829,Respiratory,Low,"Disease: Inflammatory Neurological Inflammation 829
Description: Inflammatory Neurological Inflammation 829 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",400
Metabolic Neurological Inflammation 830,Gi,Moderate,"Disease: Metabolic Neurological Inflammation 830
Description: Metabolic Neurological Inflammation 830 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",402
Acute Renal Inflammation 831,Renal,High,"Disease: Acute Renal Inflammation 831
Description: Acute Renal Inflammation 831 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",378
Chronic Renal Inflammation 832,Autoimmune,Critical,"Disease: Chronic Renal Inflammation 832
Description: Chronic Renal Inflammation 832 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",390
Autoimmune Renal Inflammation 833,Infectious,Low,"Disease: Autoimmune Renal Inflammation 833
Description: Autoimmune Renal Inflammation 833 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",385
Idiopathic Renal Inflammation 834,Cardiovascular,Moderate,"Disease: Idiopathic Renal Inflammation 834
Description: Idiopathic Renal Inflammation 834 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",393
Primary Renal Inflammation 835,Neurology,High,"Disease: Primary Renal Inflammation 835
Description: Primary Renal Inflammation 835 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",395
Secondary Renal Inflammation 836,Endocrine,Critical,"Disease: Secondary Renal Inflammation 836
Description: Secondary Renal Inflammation 836 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",389
Progressive Renal Inflammation 837,Respiratory,Low,"Disease: Progressive Renal Inflammation 837
Description: Progressive Renal Inflammation 837 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",382
Congenital Renal Inflammation 838,Gi,Moderate,"Disease: Congenital Renal Inflammation 838
Description: Congenital Renal Inflammation 838 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",388
Inflammatory Renal Inflammation 839,Renal,High,"Disease: Inflammatory Renal Inflammation 839
Description: Inflammatory Renal Inflammation 839 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",398
Metabolic Renal Inflammation 840,Autoimmune,Critical,"Disease: Metabolic Renal Inflammation 840
Description: Metabolic Renal Inflammation 840 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",399
Acute Hepatic Inflammation 841,Infectious,Low,"Disease: Acute Hepatic Inflammation 841
Description: Acute Hepatic Inflammation 841 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",368
Chronic Hepatic Inflammation 842,Cardiovascular,Moderate,"Disease: Chronic Hepatic Inflammation 842
Description: Chronic Hepatic Inflammation 842 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",395
Autoimmune Hepatic Inflammation 843,Neurology,High,"Disease: Autoimmune Hepatic Inflammation 843
Description: Autoimmune Hepatic Inflammation 843 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",403
Idiopathic Hepatic Inflammation 844,Endocrine,Critical,"Disease: Idiopathic Hepatic Inflammation 844
Description: Idiopathic Hepatic Inflammation 844 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",395
Primary Hepatic Inflammation 845,Respiratory,Low,"Disease: Primary Hepatic Inflammation 845
Description: Primary Hepatic Inflammation 845 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",389
Secondary Hepatic Inflammation 846,Gi,Moderate,"Disease: Secondary Hepatic Inflammation 846
Description: Secondary Hepatic Inflammation 846 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",379
Progressive Hepatic Inflammation 847,Renal,High,"Disease: Progressive Hepatic Inflammation 847
Description: Progressive Hepatic Inflammation 847 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",398
Congenital Hepatic Inflammation 848,Autoimmune,Critical,"Disease: Congenital Hepatic Inflammation 848
Description: Congenital Hepatic Inflammation 848 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",409
Inflammatory Hepatic Inflammation 849,Infectious,Low,"Disease: Inflammatory Hepatic Inflammation 849
Description: Inflammatory Hepatic Inflammation 849 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",382
Metabolic Hepatic Inflammation 850,Cardiovascular,Moderate,"Disease: Metabolic Hepatic Inflammation 850
Description: Metabolic Hepatic Inflammation 850 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",404
Acute Endocrine Inflammation 851,Neurology,High,"Disease: Acute Endocrine Inflammation 851
Description: Acute Endocrine Inflammation 851 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",392
Chronic Endocrine Inflammation 852,Endocrine,Critical,"Disease: Chronic Endocrine Inflammation 852
Description: Chronic Endocrine Inflammation 852 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",391
Autoimmune Endocrine Inflammation 853,Respiratory,Low,"Disease: Autoimmune Endocrine Inflammation 853
Description: Autoimmune Endocrine Inflammation 853 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",397
Idiopathic Endocrine Inflammation 854,Gi,Moderate,"Disease: Idiopathic Endocrine Inflammation 854
Description: Idiopathic Endocrine Inflammation 854 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",391
Primary Endocrine Inflammation 855,Renal,High,"Disease: Primary Endocrine Inflammation 855
Description: Primary Endocrine Inflammation 855 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",399
Secondary Endocrine Inflammation 856,Autoimmune,Critical,"Disease: Secondary Endocrine Inflammation 856
Description: Secondary Endocrine Inflammation 856 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",400
Progressive Endocrine Inflammation 857,Infectious,Low,"Disease: Progressive Endocrine Inflammation 857
Description: Progressive Endocrine Inflammation 857 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",388
Congenital Endocrine Inflammation 858,Cardiovascular,Moderate,"Disease: Congenital Endocrine Inflammation 858
Description: Congenital Endocrine Inflammation 858 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",408
Inflammatory Endocrine Inflammation 859,Neurology,High,"Disease: Inflammatory Endocrine Inflammation 859
Description: Inflammatory Endocrine Inflammation 859 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",406
Metabolic Endocrine Inflammation 860,Endocrine,Critical,"Disease: Metabolic Endocrine Inflammation 860
Description: Metabolic Endocrine Inflammation 860 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",406
Acute Gastro Inflammation 861,Respiratory,Low,"Disease: Acute Gastro Inflammation 861
Description: Acute Gastro Inflammation 861 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",370
Chronic Gastro Inflammation 862,Gi,Moderate,"Disease: Chronic Gastro Inflammation 862
Description: Chronic Gastro Inflammation 862 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",377
Autoimmune Gastro Inflammation 863,Renal,High,"Disease: Autoimmune Gastro Inflammation 863
Description: Autoimmune Gastro Inflammation 863 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",403
Idiopathic Gastro Inflammation 864,Autoimmune,Critical,"Disease: Idiopathic Gastro Inflammation 864
Description: Idiopathic Gastro Inflammation 864 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",396
Primary Gastro Inflammation 865,Infectious,Low,"Disease: Primary Gastro Inflammation 865
Description: Primary Gastro Inflammation 865 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",379
Secondary Gastro Inflammation 866,Cardiovascular,Moderate,"Disease: Secondary Gastro Inflammation 866
Description: Secondary Gastro Inflammation 866 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",395
Progressive Gastro Inflammation 867,Neurology,High,"Disease: Progressive Gastro Inflammation 867
Description: Progressive Gastro Inflammation 867 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",396
Congenital Gastro Inflammation 868,Endocrine,Critical,"Disease: Congenital Gastro Inflammation 868
Description: Congenital Gastro Inflammation 868 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",400
Inflammatory Gastro Inflammation 869,Respiratory,Low,"Disease: Inflammatory Gastro Inflammation 869
Description: Inflammatory Gastro Inflammation 869 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",390
Metabolic Gastro Inflammation 870,Gi,Moderate,"Disease: Metabolic Gastro Inflammation 870
Description: Metabolic Gastro Inflammation 870 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",386
Acute Dermatologic Inflammation 871,Renal,High,"Disease: Acute Dermatologic Inflammation 871
Description: Acute Dermatologic Inflammation 871 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",394
Chronic Dermatologic Inflammation 872,Autoimmune,Critical,"Disease: Chronic Dermatologic Inflammation 872
Description: Chronic Dermatologic Inflammation 872 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",406
Autoimmune Dermatologic Inflammation 873,Infectious,Low,"Disease: Autoimmune Dermatologic Inflammation 873
Description: Autoimmune Dermatologic Inflammation 873 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",395
Idiopathic Dermatologic Inflammation 874,Cardiovascular,Moderate,"Disease: Idiopathic Dermatologic Inflammation 874
Description: Idiopathic Dermatologic Inflammation 874 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",409
Primary Dermatologic Inflammation 875,Neurology,High,"Disease: Primary Dermatologic Inflammation 875
Description: Primary Dermatologic Inflammation 875 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",411
Secondary Dermatologic Inflammation 876,Endocrine,Critical,"Disease: Secondary Dermatologic Inflammation 876
Description: Secondary Dermatologic Inflammation 876 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",399
Progressive Dermatologic Inflammation 877,Respiratory,Low,"Disease: Progressive Dermatologic Inflammation 877
Description: Progressive Dermatologic Inflammation 877 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",398
Congenital Dermatologic Inflammation 878,Gi,Moderate,"Disease: Congenital Dermatologic Inflammation 878
Description: Congenital Dermatologic Inflammation 878 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",404
Inflammatory Dermatologic Inflammation 879,Renal,High,"Disease: Inflammatory Dermatologic Inflammation 879
Description: Inflammatory Dermatologic Inflammation 879 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",408
Metabolic Dermatologic Inflammation 880,Autoimmune,Critical,"Disease: Metabolic Dermatologic Inflammation 880
Description: Metabolic Dermatologic Inflammation 880 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",415
Acute Hematologic Inflammation 881,Infectious,Low,"Disease: Acute Hematologic Inflammation 881
Description: Acute Hematologic Inflammation 881 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",378
Chronic Hematologic Inflammation 882,Cardiovascular,Moderate,"Disease: Chronic Hematologic Inflammation 882
Description: Chronic Hematologic Inflammation 882 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",399
Autoimmune Hematologic Inflammation 883,Neurology,High,"Disease: Autoimmune Hematologic Inflammation 883
Description: Autoimmune Hematologic Inflammation 883 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",413
Idiopathic Hematologic Inflammation 884,Endocrine,Critical,"Disease: Idiopathic Hematologic Inflammation 884
Description: Idiopathic Hematologic Inflammation 884 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",405
Primary Hematologic Inflammation 885,Respiratory,Low,"Disease: Primary Hematologic Inflammation 885
Description: Primary Hematologic Inflammation 885 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",393
Secondary Hematologic Inflammation 886,Gi,Moderate,"Disease: Secondary Hematologic Inflammation 886
Description: Secondary Hematologic Inflammation 886 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",389
Progressive Hematologic Inflammation 887,Renal,High,"Disease: Progressive Hematologic Inflammation 887
Description: Progressive Hematologic Inflammation 887 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",408
Congenital Hematologic Inflammation 888,Autoimmune,Critical,"Disease: Congenital Hematologic Inflammation 888
Description: Congenital Hematologic Inflammation 888 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",413
Inflammatory Hematologic Inflammation 889,Infectious,Low,"Disease: Inflammatory Hematologic Inflammation 889
Description: Inflammatory Hematologic Inflammation 889 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",392
Metabolic Hematologic Inflammation 890,Cardiovascular,Moderate,"Disease: Metabolic Hematologic Inflammation 890
Description: Metabolic Hematologic Inflammation 890 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",414
Acute Musculoskeletal Inflammation 891,Neurology,High,"Disease: Acute Musculoskeletal Inflammation 891
Description: Acute Musculoskeletal Inflammation 891 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",400
Chronic Musculoskeletal Inflammation 892,Endocrine,Critical,"Disease: Chronic Musculoskeletal Inflammation 892
Description: Chronic Musculoskeletal Inflammation 892 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",405
Autoimmune Musculoskeletal Inflammation 893,Respiratory,Low,"Disease: Autoimmune Musculoskeletal Inflammation 893
Description: Autoimmune Musculoskeletal Inflammation 893 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",411
Idiopathic Musculoskeletal Inflammation 894,Gi,Moderate,"Disease: Idiopathic Musculoskeletal Inflammation 894
Description: Idiopathic Musculoskeletal Inflammation 894 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",399
Primary Musculoskeletal Inflammation 895,Renal,High,"Disease: Primary Musculoskeletal Inflammation 895
Description: Primary Musculoskeletal Inflammation 895 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",413
